"מק""ט חלופי","תיאור פריט","דגם","צבע","מידה","מחלקה","מחיר מכירה","מחירון 1","סה""כ מלאי","ראשי","מכולה וינגייט","רמת גן","ספורט & מור רמלה","WIX","קוד דגם","קבוצה","פריט","ברקוד"
"AR0060325100046","PAOLA WING BACK","בגד ים נשים PAOLA WING BACK","510","46","נשים","279.00","279","","","","","","","006032","בגדי ים","3468336870747","3468336870747"
"AR0060507500052","IT FRANCY STRAP","בגד ים נשים FRANCY STRAP BACK PANEL","750","52","נשים","279.00","279","-1","-1","","","","","006050","בגדי ים","3468336871324","3468336871324"
"AR0060355500050","FT SWIMSUIT MIC","בגד ים נשים FT MICHELA LIGHTCROSS C CUP","550","50","נשים","289.90","289.9","1","1","","","","","006035","בגדי ים","3468336871690","3468336871690"
"AR0060355500048","FT SWIMSUIT MIC","בגד ים נשים FT MICHELA LIGHTCROSS C CUP","550","48","נשים","289.90","289.9","","","","","","","006035","בגדי ים","3468336871768","3468336871768"
"AR0060325100052","PAOLA WING BACK","בגד ים נשים PAOLA WING BACK","510","52","נשים","279.00","279","1","1","","","","","006032","בגדי ים","3468336871935","3468336871935"
"AR0060507500040","IT FRANCY STRAP","בגד ים נשים FRANCY STRAP BACK PANEL","750","40","נשים","279.00","279","","","","","","","006050","בגדי ים","3468336873144","3468336873144"
"AR0060507500038","IT FRANCY STRAP","בגד ים נשים FRANCY STRAP BACK PANEL","750","38","נשים","279.00","279","","","","","","","006050","בגדי ים","3468336873205","3468336873205"
"AR0060325100040","PAOLA WING BACK","בגד ים נשים PAOLA WING BACK","510","40","נשים","279.00","279","","","","","","","006032","בגדי ים","3468336873816","3468336873816"
"AR0060325100038","PAOLA WING BACK","בגד ים נשים PAOLA WING BACK","510","38","נשים","279.00","279","","","","","","","006032","בגדי ים","3468336873939","3468336873939"
"AR0060507500044","IT FRANCY STRAP","בגד ים נשים FRANCY STRAP BACK PANEL","750","44","נשים","279.00","279","","","","","","","006050","בגדי ים","3468336874516","3468336874516"
"AR0060355500042","FT SWIMSUIT MIC","בגד ים נשים FT MICHELA LIGHTCROSS C CUP","550","42","נשים","289.90","289.9","","","","","","","006035","בגדי ים","3468336874868","3468336874868"
"AR0060325100044","PAOLA WING BACK","בגד ים נשים PAOLA WING BACK","510","44","נשים","279.00","279","","","","","","","006032","בגדי ים","3468336875100","3468336875100"
"AR0060507500050","IT FRANCY STRAP","בגד ים נשים FRANCY STRAP BACK PANEL","750","50","נשים","279.00","279","","","","","","","006050","בגדי ים","3468336875605","3468336875605"
"AR0060507500048","IT FRANCY STRAP","בגד ים נשים FRANCY STRAP BACK PANEL","750","48","נשים","279.00","279","","","","","","","006050","בגדי ים","3468336875704","3468336875704"
"AR0060355500046","FT SWIMSUIT MIC","בגד ים נשים FT MICHELA LIGHTCROSS C CUP","550","46","נשים","289.90","289.9","","","","","","","006035","בגדי ים","3468336876077","3468336876077"
"AR0060325100050","PAOLA WING BACK","בגד ים נשים PAOLA WING BACK","510","50","נשים","279.00","279","","","","","","","006032","בגדי ים","3468336876275","3468336876275"
"AR0060325100048","PAOLA WING BACK","בגד ים נשים PAOLA WING BACK","510","48","נשים","279.00","279","","","","","","","006032","בגדי ים","3468336876367","3468336876367"
"AR0060355500052","FT SWIMSUIT MIC","בגד ים נשים FT MICHELA LIGHTCROSS C CUP","550","52","נשים","289.90","289.9","1","1","","","","","006035","בגדי ים","3468336877517","3468336877517"
"AR0061511300046-47","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","130","46-47","ציוד","239.01","239.0066","","","","","","","006151","ציוד אימונים","3468336878590","3468336878590"
"AR0061407500090","90MEN'S ARENA CARNIV","בגד ים תחתון גבר CARNIVAL SWIM BRIEFS MULTI","750","90","גברים","139.90","139.9","","","","","","","006140","בגדי ים","3468336879023","3468336879023"
"AR0061511000042-43","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","100","42-43","ציוד","239.01","239.0066","3","3","","","","","006151","ציוד אימונים","3468336879443","3468336879443"
"AR0061511300036-37","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","130","36-37","ציוד","239.01","239.0066","","","","","","","006151","ציוד אימונים","3468336879511","3468336879511"
"AR0061511100044-45","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","110","44-45","ציוד","239.01","239.0066","","","","","","","006151","ציוד אימונים","3468336879795","3468336879795"
"AR0061511200046-47","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","120","46-47","ציוד","239.01","239.0066","","","","","","","006151","ציוד אימונים","3468336880098","3468336880098"
"AR0061407500065","65MEN'S ARENA CARNIV","בגד ים תחתון גבר CARNIVAL SWIM BRIEFS MULTI","750","65","גברים","139.90","139.9","","","","","","","006140","בגדי ים","3468336880791","3468336880791"
"AR0061511200036-37","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","120","36-37","ציוד","239.01","239.0066","4","3","1","","","","006151","ציוד אימונים","3468336881071","3468336881071"
"AR0061511000044-45","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","100","44-45","ציוד","239.01","239.0066","-4","-4","","","","","006151","ציוד אימונים","3468336881347","3468336881347"
"AR0061511300038-39","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","130","38-39","ציוד","239.01","239.0066","","","","","","","006151","ציוד אימונים","3468336881415","3468336881415"
"AR0061407500060","60MEN'S ARENA CARNIV","בגד ים תחתון גבר CARNIVAL SWIM BRIEFS MULTI","750","60","גברים","139.90","139.9","","","","","","","006140","בגדי ים","3468336881613","3468336881613"
"AR0061511100046-47","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","110","46-47","ציוד","239.01","239.0066","","","","","","","006151","ציוד אימונים","3468336881668","3468336881668"
"AR0061297000085","85MEN'S ARENA FEATHE","MEN'S ARENA FEATHER SWIM MID JAMMER","700","85","גברים","149.90","149.9","5","5","","","","","006129","בגדי ים","3468336882023","3468336882023"
"AR0061511100036-37","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","110","36-37","ציוד","239.01","239.0066","2","1","1","","","","006151","ציוד אימונים","3468336882559","3468336882559"
"AR0061326500075","75HERO CAMO LOW WAIS","CAMO LOW WAIST SWIM SHORT","650","75","גברים","149.90","149.9","","","","","","","006132","בגדי ים","3468336882597","3468336882597"
"AR0061511200038-39","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","120","38-39","ציוד","239.01","239.0066","-1","-1","","","","","006151","ציוד אימונים","3468336882757","3468336882757"
"AR0061511300040-41","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","130","40-41","ציוד","239.01","239.0066","","","","","","","006151","ציוד אימונים","3468336882795","3468336882795"
"AR0061511000046-47","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","100","46-47","ציוד","239.01","239.0066","-1","-1","","","","","006151","ציוד אימונים","3468336883082","3468336883082"
"AR0061407500075","75MEN'S ARENA CARNIV","בגד ים תחתון גבר CARNIVAL SWIM BRIEFS MULTI","750","75","גברים","139.90","139.9","","","","","","","006140","בגדי ים","3468336883112","3468336883112"
"AR0061407500070","70MEN'S ARENA CARNIV","בגד ים תחתון גבר CARNIVAL SWIM BRIEFS MULTI","750","70","גברים","139.90","139.9","","","","","","","006140","בגדי ים","3468336884027","3468336884027"
"AR0061511000036-37","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","100","36-37","ציוד","239.01","239.0066","2","2","","","","","006151","ציוד אימונים","3468336884089","3468336884089"
"AR0061511100038-39","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","110","38-39","ציוד","239.01","239.0066","","","","","","","006151","ציוד אימונים","3468336884379","3468336884379"
"AR0061511200040-41","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","120","40-41","ציוד","239.01","239.0066","16","7","","","9","","006151","ציוד אימונים","3468336884416","3468336884416"
"AR0061297000095","95MEN'S ARENA FEATHE","MEN'S ARENA FEATHER SWIM MID JAMMER","700","95","גברים","149.90","149.9","4","4","","","","","006129","בגדי ים","3468336884508","3468336884508"
"AR00614075000105","105MEN'S ARENA CARNI","בגד ים תחתון גבר CARNIVAL SWIM BRIEFS MULTI","750","105","גברים","139.90","139.9","","","","","","","006140","בגדי ים","3468336884546","3468336884546"
"AR0061511300042-43","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","130","42-43","ציוד","239.01","239.0066","","","","","","","006151","ציוד אימונים","3468336884874","3468336884874"
"AR0061297000090","90MEN'S ARENA FEATHE","MEN'S ARENA FEATHER SWIM MID JAMMER","700","90","גברים","149.90","149.9","3","3","","","","","006129","בגדי ים","3468336885437","3468336885437"
"AR00614075000100","100MEN'S ARENA CARNI","בגד ים תחתון גבר CARNIVAL SWIM BRIEFS MULTI","750","100","גברים","139.90","139.9","1","1","","","","","006140","בגדי ים","3468336885499","3468336885499"
"AR006150100000","XL MESH BAG ASS","XL MESH BAG שק ציוד גדול","100","Os","ציוד","99.00","98.9979","6","6","","","","","006150","תיקים","3468336885536","3468336885536"
"AR0061407500085","85MEN'S ARENA CARNIV","בגד ים תחתון גבר CARNIVAL SWIM BRIEFS MULTI","750","85","גברים","139.90","139.9","","","","","","","006140","בגדי ים","3468336885734","3468336885734"
"AR0061512000036-37","POWERFIN PRO II GOLD","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","200","36-37","ציוד","239.01","239.0066","","","","","","","006151","ציוד אימונים","3468336885949","3468336885949"
"AR0061511000038-39","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","100","38-39","ציוד","239.01","239.0066","3","3","","","","","006151","ציוד אימונים","3468336885963","3468336885963"
"AR0061511100040-41","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","110","40-41","ציוד","239.01","239.0066","7","2","5","","","","006151","ציוד אימונים","3468336885970","3468336885970"
"AR0061511200042-43","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","120","42-43","ציוד","239.01","239.0066","18","9","","","9","","006151","ציוד אימונים","3468336886274","3468336886274"
"AR0061407500080","80MEN'S ARENA CARNIV","בגד ים תחתון גבר CARNIVAL SWIM BRIEFS MULTI","750","80","גברים","139.90","139.9","1","1","","","","","006140","בגדי ים","3468336886502","3468336886502"
"AR0061511300044-45","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","130","44-45","ציוד","239.01","239.0066","","","","","","","006151","ציוד אימונים","3468336886625","3468336886625"
"AR00612970000105","105MEN'S ARENA FEATH","MEN'S ARENA FEATHER SWIM MID JAMMER","700","105","גברים","149.90","149.9","","","","","","","006129","בגדי ים","3468336887141","3468336887141"
"AR0061511000040-41","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","100","40-41","ציוד","239.01","239.0066","2","2","","","","","006151","ציוד אימונים","3468336887523","3468336887523"
"AR0061511100042-43","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","110","42-43","ציוד","239.01","239.0066","-1","-1","","","","","006151","ציוד אימונים","3468336887950","3468336887950"
"AR00612970000100","100MEN'S ARENA FEATH","MEN'S ARENA FEATHER SWIM MID JAMMER","700","100","גברים","149.90","149.9","3","3","","","","","006129","בגדי ים","3468336888209","3468336888209"
"AR0061407500095","95MEN'S ARENA CARNIV","בגד ים תחתון גבר CARNIVAL SWIM BRIEFS MULTI","750","95","גברים","139.90","139.9","1","1","","","","","006140","בגדי ים","3468336888292","3468336888292"
"AR0061511200044-45","POWERFIN PRO II","סנפירים אימונים (זומרס) מקצועי Powerfin Pro","120","44-45","ציוד","239.01","239.0066","9","","","","9","","006151","ציוד אימונים","3468336888339","3468336888339"
"AR0062841000038-39","POWERFIN PRO II","סנפירים (זומרס) POWERFIN PRO II LIMITED EDITION PRIDE","100","38-39","ציוד","220.00","219.9955","","","","","","","006284","ציוד אימונים","3468336889473","3468336889473"
"AR006225600006-7","BOY'S BEACH BOX","מכנס ים בנים BEACH BOXER ALLOVER","600","6-7","נערים","119.90","119.9","1","1","","","","","006225","בגדי ים","3468336890837","3468336890837"
"AR006225600008-9","BOY'S BEACH BOX","מכנס ים בנים BEACH BOXER ALLOVER","600","8-9","נערים","119.90","119.9","1","1","","","","","006225","בגדי ים","3468336890868","3468336890868"
"AR0062841000040-41","POWERFIN PRO II","סנפירים (זומרס) POWERFIN PRO II LIMITED EDITION PRIDE","100","40-41","ציוד","220.00","219.9955","","","","","","","006284","ציוד אימונים","3468336891032","3468336891032"
"AR006188107000","FASTPACK 3.0 AL","FASTPACK 3.0 תיק שחייה חדש","107","Os","ציוד","259.90","259.8954","-2","","-2","","","","006188","תיקים","3468336891070","3468336891070"
"AR0062256000010-11","BOY'S BEACH BOX","מכנס ים בנים BEACH BOXER ALLOVER","600","10-11","נערים","119.90","119.9","","","","","","","006225","בגדי ים","3468336891216","3468336891216"
"AR006272107000","SPIKY III BACKP","SPIKY III BACKPACK תיק שחייה חדש 45 ליטר","107","Os","ציוד","259.90","259.9","","","","","","","006272","תיקים","3468336891322","3468336891322"
"AR006225660006-7","BOY'S BEACH BOX","מכנס ים בנים BEACH BOXER ALLOVER","660","6-7","נערים","119.90","119.9","1","1","","","","","006225","בגדי ים","3468336891469","3468336891469"
"AR006188108000","FASTPACK 3.0 AL","FASTPACK 3.0 תיק שחייה חדש","108","Os","ציוד","279.90","279.9","","","","","","","006188","תיקים","3468336892459","3468336892459"
"AR006272108000","SPIKY III BACKP","SPIKY III BACKPACK תיק שחייה חדש 45 ליטר","108","Os","ציוד","244.99","244.9945","-2","-2","","","","","006272","תיקים","3468336892749","3468336892749"
"AR0062841000042-43","POWERFIN PRO II","סנפירים (זומרס) POWERFIN PRO II LIMITED EDITION PRIDE","100","42-43","ציוד","220.00","219.9955","","","","","","","006284","ציוד אימונים","3468336893104","3468336893104"
"AR0062256000012-13","BOY'S BEACH BOX","מכנס ים בנים BEACH BOXER ALLOVER","600","12-13","נערים","119.90","119.9","","","","","","","006225","בגדי ים","3468336893296","3468336893296"
"AR006272109000","SPIKY III BACKP","SPIKY III BACKPACK תיק שחייה חדש 45 ליטר","109","Os","ציוד","289.90","289.9","","","","","","","006272","תיקים","3468336893975","3468336893975"
"AR0062841000044-45","POWERFIN PRO II","סנפירים (זומרס) POWERFIN PRO II LIMITED EDITION PRIDE","100","44-45","ציוד","220.00","219.9955","","","","","","","006284","ציוד אימונים","3468336894835","3468336894835"
"AR0062256000014-15","BOY'S BEACH BOX","מכנס ים בנים BEACH BOXER ALLOVER","600","14-15","נערים","119.90","119.9","","","","","","","006225","בגדי ים","3468336895030","3468336895030"
