"מק""ט חלופי","תיאור פריט","דגם","צבע","מידה","מחלקה","מחיר מכירה","מחירון 1","סה""כ מלאי","ראשי","מכולה וינגייט","רמת גן","ספורט & מור רמלה","WIX","קוד דגם","קבוצה","פריט","ברקוד"
"72795189900L","טייץ 7/8 פולי ספנדקס","טייץ 7/8 פולי ספנדקס-ארנה נשים-שחור","","L","ביגוד","169.90","169.9","","","","","","","727951899","681-מכנסי אירובי ארנה","7297491245475","7297491245475"
"72795189900XL","טייץ 7/8 פולי ספנדקס","טייץ 7/8 פולי ספנדקס-ארנה נשים-שחור","","XL","ביגוד","169.90","169.9","","","","","","","727951899","681-מכנסי אירובי ארנה","7297491245482","7297491245482"
"72795199400XS","טייץ 3/4 פולי ספנדקס","טייץ 3/4 פולי ספנדקס-ארנה נשים-שחור/ורוד","","XS","ביגוד","159.90","159.9","","","","","","","727951994","681-מכנסי אירובי ארנה","7297491245598","7297491245598"
"72795199400S","טייץ 3/4 פולי ספנדקס","טייץ 3/4 פולי ספנדקס-ארנה נשים-שחור/ורוד","","S","ביגוד","159.90","159.9","","","","","","","727951994","681-מכנסי אירובי ארנה","7297491245604","7297491245604"
"72795199400M","טייץ 3/4 פולי ספנדקס","טייץ 3/4 פולי ספנדקס-ארנה נשים-שחור/ורוד","","M","ביגוד","159.90","159.9","","","","","","","727951994","681-מכנסי אירובי ארנה","7297491245611","7297491245611"
"72795199400L","טייץ 3/4 פולי ספנדקס","טייץ 3/4 פולי ספנדקס-ארנה נשים-שחור/ורוד","","L","ביגוד","159.90","159.9","","","","","","","727951994","681-מכנסי אירובי ארנה","7297491245628","7297491245628"
"72795199400XL","טייץ 3/4 פולי ספנדקס","טייץ 3/4 פולי ספנדקס-ארנה נשים-שחור/ורוד","","XL","ביגוד","159.90","159.9","","","","","","","727951994","681-מכנסי אירובי ארנה","7297491245635","7297491245635"
"72795199900XS","טייץ 3/4 פולי ספנדקס","טייץ 3/4 פולי ספנדקס-ארנה נשים-שחור","","XS","ביגוד","159.90","159.9","","","","","","","727951999","681-מכנסי אירובי ארנה","7297491245642","7297491245642"
"72795199900S","טייץ 3/4 פולי ספנדקס","טייץ 3/4 פולי ספנדקס-ארנה נשים-שחור","","S","ביגוד","159.90","159.9","","","","","","","727951999","681-מכנסי אירובי ארנה","7297491245659","7297491245659"
"72795199900M","טייץ 3/4 פולי ספנדקס","טייץ 3/4 פולי ספנדקס-ארנה נשים-שחור","","M","ביגוד","159.90","159.9","","","","","","","727951999","681-מכנסי אירובי ארנה","7297491245666","7297491245666"
"72795199900L","טייץ 3/4 פולי ספנדקס","טייץ 3/4 פולי ספנדקס-ארנה נשים-שחור","","L","ביגוד","159.90","159.9","","","","","","","727951999","681-מכנסי אירובי ארנה","7297491245673","7297491245673"
"72795199900XL","טייץ 3/4 פולי ספנדקס","טייץ 3/4 פולי ספנדקס-ארנה נשים-שחור","","XL","ביגוד","159.90","159.9","","","","","","","727951999","681-מכנסי אירובי ארנה","7297491245680","7297491245680"
"2171918800S","חולצת אנטיסאן ש.ק-אר","חולצת אנטיסאן ש.ק-ארנה גברים-נייבי","","S","ביגוד","169.90","169.9","","","","","","","21719188","639- חולצות גלישה גבר","7297491314812","7297491314812"
"2171918800M","חולצת אנטיסאן ש.ק-אר","חולצת אנטיסאן ש.ק-ארנה גברים-נייבי","","M","ביגוד","169.90","169.9","","","","","","","21719188","639- חולצות גלישה גבר","7297491314829","7297491314829"
"2171918800L","חולצת אנטיסאן ש.ק-אר","חולצת אנטיסאן ש.ק-ארנה גברים-נייבי","","L","ביגוד","169.90","169.9","","","","","","","21719188","639- חולצות גלישה גבר","7297491314836","7297491314836"
"2171918800XL","חולצת אנטיסאן ש.ק-אר","חולצת אנטיסאן ש.ק-ארנה גברים-נייבי","","XL","ביגוד","169.90","169.9","","","","","","","21719188","639- חולצות גלישה גבר","7297491314843","7297491314843"
"2171918800XXL","חולצת אנטיסאן ש.ק-אר","חולצת אנטיסאן ש.ק-ארנה גברים-נייבי","","XXL","ביגוד","169.90","169.9","","","","","","","21719188","639- חולצות גלישה גבר","7297491314850","7297491314850"
"21719188003XL","חולצת אנטיסאן ש.ק-אר","חולצת אנטיסאן ש.ק-ארנה גברים-נייבי","","3XL","ביגוד","169.90","169.9","","","","","","","21719188","639- חולצות גלישה גבר","7297491314867","7297491314867"
"2171939100S","חולצת אנטיסאן ש.ק-אר","חולצת אנטיסאן ש.ק-ארנה גברים-שחור/אפור","","S","ביגוד","169.90","169.9","","","","","","","21719391","639- חולצות גלישה גבר","7297491315161","7297491315161"
"2171939100M","חולצת אנטיסאן ש.ק-אר","חולצת אנטיסאן ש.ק-ארנה גברים-שחור/אפור","","M","ביגוד","169.90","169.9","","","","","","","21719391","639- חולצות גלישה גבר","7297491315178","7297491315178"
"2171939100L","חולצת אנטיסאן ש.ק-אר","חולצת אנטיסאן ש.ק-ארנה גברים-שחור/אפור","","L","ביגוד","169.90","169.9","","","","","","","21719391","639- חולצות גלישה גבר","7297491315185","7297491315185"
"2171939100XL","חולצת אנטיסאן ש.ק-אר","חולצת אנטיסאן ש.ק-ארנה גברים-שחור/אפור","","XL","ביגוד","169.90","169.9","","","","","","","21719391","639- חולצות גלישה גבר","7297491315192","7297491315192"
"2171939100XXL","חולצת אנטיסאן ש.ק-אר","חולצת אנטיסאן ש.ק-ארנה גברים-שחור/אפור","","XXL","ביגוד","169.90","169.9","","","","","","","21719391","639- חולצות גלישה גבר","7297491315208","7297491315208"
"21719391003XL","חולצת אנטיסאן ש.ק-אר","חולצת אנטיסאן ש.ק-ארנה גברים-שחור/אפור","","3XL","ביגוד","169.90","169.9","","","","","","","21719391","639- חולצות גלישה גבר","7297491315215","7297491315215"
"2172929300M","חולצת אנטיסאן ש.א-אר","חולצת אנטיסאן ש.א-ארנה נשים-שחור/ורוד","","M","ביגוד","169.90","169.9","","","","","","","21729293","627-גלישה נשים","7297491315840","7297491315840"
"217050660010","נוער סט אנטיסאן ארנה","נוער סט אנטיסאן ארנה-כחול","","10","ביגוד","179.90","179.9","","","","","","","21705066","667-חל.אנטיסאן ילדים(10-16)","7297491316281","7297491316281"
"217050660012","נוער סט אנטיסאן ארנה","נוער סט אנטיסאן ארנה-כחול","","12","ביגוד","179.90","179.9","","","","","","","21705066","667-חל.אנטיסאן ילדים(10-16)","7297491316298","7297491316298"
"217050660014","נוער סט אנטיסאן ארנה","נוער סט אנטיסאן ארנה-כחול","","14","ביגוד","179.90","179.9","","","","","","","21705066","667-חל.אנטיסאן ילדים(10-16)","7297491316304","7297491316304"
"217050660016","נוער סט אנטיסאן ארנה","נוער סט אנטיסאן ארנה-כחול","","16","ביגוד","179.90","179.9","","","","","","","21705066","667-חל.אנטיסאן ילדים(10-16)","7297491316311","7297491316311"
"217050850010","נוער סט אנטיסאן ארנה","נוער סט אנטיסאן ארנה-סגול","","10","ביגוד","179.90","179.9","","","","","","","21705085","667-חל.אנטיסאן ילדים(10-16)","7297491316328","7297491316328"
"217050850012","נוער סט אנטיסאן ארנה","נוער סט אנטיסאן ארנה-סגול","","12","ביגוד","179.90","179.9","","","","","","","21705085","667-חל.אנטיסאן ילדים(10-16)","7297491316335","7297491316335"
"217050850014","נוער סט אנטיסאן ארנה","נוער סט אנטיסאן ארנה-סגול","","14","ביגוד","179.90","179.9","","","","","","","21705085","667-חל.אנטיסאן ילדים(10-16)","7297491316342","7297491316342"
"217050850016","נוער סט אנטיסאן ארנה","נוער סט אנטיסאן ארנה-סגול","","16","ביגוד","179.90","179.9","","","","","","","21705085","667-חל.אנטיסאן ילדים(10-16)","7297491316359","7297491316359"
"217050870010","נוער סט אנטיסאן ארנה","נוער סט אנטיסאן ארנה-כחול","","10","ביגוד","179.90","179.9","","","","","","","21705087","667-חל.אנטיסאן ילדים(10-16)","7297491316366","7297491316366"
"217050870012","נוער סט אנטיסאן ארנה","נוער סט אנטיסאן ארנה-כחול","","12","ביגוד","179.90","179.9","","","","","","","21705087","667-חל.אנטיסאן ילדים(10-16)","7297491316373","7297491316373"
"217050870014","נוער סט אנטיסאן ארנה","נוער סט אנטיסאן ארנה-כחול","","14","ביגוד","179.90","179.9","","","","","","","21705087","667-חל.אנטיסאן ילדים(10-16)","7297491316380","7297491316380"
"217050870016","נוער סט אנטיסאן ארנה","נוער סט אנטיסאן ארנה-כחול","","16","ביגוד","179.90","179.9","","","","","","","21705087","667-חל.אנטיסאן ילדים(10-16)","7297491316397","7297491316397"
"21739087008","נוער חולצת אנטיסאן ש","נוער חולצת אנטיסאן ש.ק ארנה-כחול","","8","ביגוד","119.90","119.9","","","","","","","21739087","658-חולצת גלישה ילד ארנה","7297491316694","7297491316694"
"217390870010","נוער חולצת אנטיסאן ש","נוער חולצת אנטיסאן ש.ק ארנה-כחול","","10","נערים","119.90","119.9","","","","","","","21739087","בגדי ים","7297491316700","7297491316700"
"217390870012","נוער חולצת אנטיסאן ש","נוער חולצת אנטיסאן ש.ק ארנה-כחול","","12","נערים","119.90","119.9","","","","","","","21739087","בגדי ים","7297491316717","7297491316717"
"217390870014","נוער חולצת אנטיסאן ש","נוער חולצת אנטיסאן ש.ק ארנה-כחול","","14","נערים","119.90","119.9","","","","","","","21739087","בגדי ים","7297491316724","7297491316724"
"217390870016","נוער חולצת אנטיסאן ש","נוער חולצת אנטיסאן ש.ק ארנה-כחול","","16","נערים","119.90","119.9","","","","","","","21739087","בגדי ים","7297491316731","7297491316731"
"217120880036","סליפ שחיה משולב ארנה","סליפ שחיה משולב ארנה גברים-נייבי","","36","ביגוד","89.90","89.9","","","","","","","21712088","631-סליפ גבר בסיסי","7297491317134","7297491317134"
"2171708800S","טייץ שחייה ארנה גברי","טייץ שחייה ארנה גברים-נייבי","","S","ביגוד","149.90","149.9","","","","","","","21717088","636- טייץ גבר לייקרה+עמיד בכלור","7297491317776","7297491317776"
"2171708800M","טייץ שחייה ארנה גברי","טייץ שחייה ארנה גברים-נייבי","","M","ביגוד","149.90","149.9","","","","","","","21717088","636- טייץ גבר לייקרה+עמיד בכלור","7297491317783","7297491317783"
"2171708800L","טייץ שחייה ארנה גברי","טייץ שחייה ארנה גברים-נייבי","","L","ביגוד","149.90","149.9","","","","","","","21717088","636- טייץ גבר לייקרה+עמיד בכלור","7297491317790","7297491317790"
"2171708800XL","טייץ שחייה ארנה גברי","טייץ שחייה ארנה גברים-נייבי","","XL","ביגוד","149.90","149.9","","","","","","","21717088","636- טייץ גבר לייקרה+עמיד בכלור","7297491317806","7297491317806"
"2171709100M","טייץ שחייה ארנה גברי","טייץ שחייה ארנה גברים-שחור/אפור","91","M","גברים","149.90","149.9","","","","","","","21717091","בגדי ים","7297491317837","7297491317837"
"2171709500S","טייץ שחייה ארנה גברי","טייץ שחייה ארנה גברים-שחור/ירוק","","S","ביגוד","149.90","149.9","","","","","","","21717095","636- טייץ גבר לייקרה+עמיד בכלור","7297491317875","7297491317875"
"2171709500M","טייץ שחייה ארנה גברי","טייץ שחייה ארנה גברים-שחור/ירוק","","M","ביגוד","149.90","149.9","","","","","","","21717095","636- טייץ גבר לייקרה+עמיד בכלור","7297491317882","7297491317882"
"2171709500L","טייץ שחייה ארנה גברי","טייץ שחייה ארנה גברים-שחור/ירוק","","L","ביגוד","149.90","149.9","","","","","","","21717095","636- טייץ גבר לייקרה+עמיד בכלור","7297491317899","7297491317899"
"2171709500XL","טייץ שחייה ארנה גברי","טייץ שחייה ארנה גברים-שחור/ירוק","","XL","ביגוד","149.90","149.9","","","","","","","21717095","636- טייץ גבר לייקרה+עמיד בכלור","7297491317905","7297491317905"
"2172509900S","מכנסון שחייה-ארנה נש","מכנסון שחייה-ארנה נשים-שחור","99","S","נשים","119.90","119.9","","","","","","","21725099","ביגוד","7297491317929","7297491317929"
"21732088004","ילדים סליפ שחיה-ארנה","ילדים סליפ שחיה-ארנה-נייבי","","4","ביגוד","69.90","69.9","","","","","","","21732088","652- סליפ ילד בסיסי","7297491317967","7297491317967"
"21732088006","ילדים סליפ שחיה-ארנה","ילדים סליפ שחיה-ארנה-נייבי","","6","ביגוד","69.90","69.9","","","","","","","21732088","652- סליפ ילד בסיסי","7297491317974","7297491317974"
"21732088008","ילדים סליפ שחיה-ארנה","ילדים סליפ שחיה-ארנה-נייבי","","8","ביגוד","69.90","69.9","","","","","","","21732088","652- סליפ ילד בסיסי","7297491317981","7297491317981"
"217320880012","ילדים סליפ שחיה-ארנה","ילדים סליפ שחיה-ארנה-נייבי","","12","ביגוד","69.90","69.9","","","","","","","21732088","652- סליפ ילד בסיסי","7297491318001","7297491318001"
"217320880016","ילדים סליפ שחיה-ארנה","ילדים סליפ שחיה-ארנה-נייבי","","16","ביגוד","69.90","69.9","","","","","","","21732088","652- סליפ ילד בסיסי","7297491318025","7297491318025"
"21735088004","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-נייבי","","4","ביגוד","99.90","99.9","","","","","","","21735088","655-כנסון ילד ע.כלור ארנה","7297491318100","7297491318100"
"21735088006","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-נייבי","","6","ביגוד","99.90","99.9","","","","","","","21735088","655-כנסון ילד ע.כלור ארנה","7297491318117","7297491318117"
"21735088008","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-נייבי","","8","ביגוד","99.90","99.9","","","","","","","21735088","655-כנסון ילד ע.כלור ארנה","7297491318124","7297491318124"
"217350880010","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-נייבי","","10","ביגוד","99.90","99.9","","","","","","","21735088","655-כנסון ילד ע.כלור ארנה","7297491318131","7297491318131"
"217350880012","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-נייבי","","12","ביגוד","99.90","99.9","","","","","","","21735088","655-כנסון ילד ע.כלור ארנה","7297491318148","7297491318148"
"217350880014","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-נייבי","","14","ביגוד","99.90","99.9","","","","","","","21735088","655-כנסון ילד ע.כלור ארנה","7297491318155","7297491318155"
"217350880016","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-נייבי","","16","ביגוד","99.90","99.9","","","","","","","21735088","655-כנסון ילד ע.כלור ארנה","7297491318162","7297491318162"
"21735093004","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-שחור/אדום","","4","ביגוד","99.90","99.9","","","","","","","21735093","655-כנסון ילד ע.כלור ארנה","7297491318179","7297491318179"
"21735093006","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-שחור/אדום","","6","ביגוד","99.90","99.9","","","","","","","21735093","655-כנסון ילד ע.כלור ארנה","7297491318186","7297491318186"
"21735093008","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-שחור/אדום","","8","ביגוד","99.90","99.9","","","","","","","21735093","655-כנסון ילד ע.כלור ארנה","7297491318193","7297491318193"
"217350930010","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-שחור/אדום","","10","ביגוד","99.90","99.9","","","","","","","21735093","655-כנסון ילד ע.כלור ארנה","7297491318209","7297491318209"
"217350930012","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-שחור/אדום","","12","ביגוד","99.90","99.9","","","","","","","21735093","655-כנסון ילד ע.כלור ארנה","7297491318216","7297491318216"
"217350930016","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-שחור/אדום","","16","ביגוד","99.90","99.9","","","","","","","21735093","655-כנסון ילד ע.כלור ארנה","7297491318230","7297491318230"
"21735196004","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-שחור/כחול","","4","ביגוד","99.90","99.9","","","","","","","21735196","655-כנסון ילד ע.כלור ארנה","7297491318384","7297491318384"
"21735196006","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-שחור/כחול","","6","ביגוד","99.90","99.9","","","","","","","21735196","655-כנסון ילד ע.כלור ארנה","7297491318391","7297491318391"
"21735196008","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-שחור/כחול","","8","ביגוד","99.90","99.9","","","","","","","21735196","655-כנסון ילד ע.כלור ארנה","7297491318407","7297491318407"
"217351960010","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-שחור/כחול","","10","ביגוד","99.90","99.9","","","","","","","21735196","655-כנסון ילד ע.כלור ארנה","7297491318414","7297491318414"
"217351960012","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-שחור/כחול","","12","ביגוד","99.90","99.9","","","","","","","21735196","655-כנסון ילד ע.כלור ארנה","7297491318421","7297491318421"
"217351960014","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-שחור/כחול","","14","ביגוד","99.90","99.9","","","","","","","21735196","655-כנסון ילד ע.כלור ארנה","7297491318438","7297491318438"
"217351960016","ילדים-מכנסון שחייה-א","ילדים-מכנסון שחייה-ארנה-שחור/כחול","","16","ביגוד","99.90","99.9","","","","","","","21735196","655-כנסון ילד ע.כלור ארנה","7297491318445","7297491318445"
"726311500/XS","חליפת טריינינג הדפס","חליפת טריינינג הדפס מכביה-לבן","","XS","ביגוד","219.99","219.994","","","","","","","726311500","קוד זמני טכסטיל","7297491325771","7297491325771"
"726311500/M","חליפת טריינינג הדפס","חליפת טריינינג הדפס מכביה-לבן","","M","ביגוד","219.99","219.994","","","","","","","726311500","קוד זמני טכסטיל","7297491325795","7297491325795"
"726311500/L","חליפת טריינינג הדפס","חליפת טריינינג הדפס מכביה-לבן","","L","ביגוד","219.99","219.994","","","","","","","726311500","קוד זמני טכסטיל","7297491325801","7297491325801"
"726311500/XL","חליפת טריינינג הדפס","חליפת טריינינג הדפס מכביה-לבן","","XL","ביגוד","219.99","219.994","","","","","","","726311500","קוד זמני טכסטיל","7297491325818","7297491325818"
"726311500/2XL","חליפת טריינינג הדפס","חליפת טריינינג הדפס מכביה-לבן","","2XL","ביגוד","219.99","219.994","","","","","","","726311500","קוד זמני טכסטיל","7297491325825","7297491325825"
"726311500/3XL","חליפת טריינינג הדפס","חליפת טריינינג הדפס מכביה-לבן","","3XL","ביגוד","219.99","219.994","","","","","","","726311500","קוד זמני טכסטיל","7297491325832","7297491325832"
"726604000/S","חולצת פולו הדפס מכבי","חולצת פולו הדפס מכביה-לבן","","S","ביגוד","99.00","99","","","","","","","726604000","קוד זמני טכסטיל","7297491325924","7297491325924"
"726604000/M","חולצת פולו הדפס מכבי","חולצת פולו הדפס מכביה-לבן","","M","ביגוד","99.00","99","","","","","","","726604000","קוד זמני טכסטיל","7297491325931","7297491325931"
"726604000/L","חולצת פולו הדפס מכבי","חולצת פולו הדפס מכביה-לבן","","L","ביגוד","99.00","99","","","","","","","726604000","קוד זמני טכסטיל","7297491325948","7297491325948"
"72660410000XL","טי שירט הדפס מכביה-ל","טי שירט הדפס מכביה-לבן","","XL","ביגוד","119.90","119.9","","","","","","","726604100","קוד זמני טכסטיל","7297491326082","7297491326082"
"726604100002XL","טי שירט הדפס מכביה-ל","טי שירט הדפס מכביה-לבן","","2XL","ביגוד","119.90","119.9","","","","","","","726604100","קוד זמני טכסטיל","7297491326099","7297491326099"
"726604100003XL","טי שירט הדפס מכביה-ל","טי שירט הדפס מכביה-לבן","","3XL","ביגוד","119.90","119.9","","","","","","","726604100","קוד זמני טכסטיל","7297491326105","7297491326105"
"726604166/XL","טי שירט הדפס מכביה-כ","טי שירט הדפס מכביה-כחול","","XL","ביגוד","89.00","89","","","","","","","726604166","קוד זמני טכסטיל","7297491326143","7297491326143"
"726604166/2XL","טי שירט הדפס מכביה-כ","טי שירט הדפס מכביה-כחול","","2XL","ביגוד","11.00","11","","","","","","","726604166","קוד זמני טכסטיל","7297491326150","7297491326150"
"726604166/3XL","טי שירט הדפס מכביה-כ","טי שירט הדפס מכביה-כחול","","3XL","ביגוד","91.19","91.19","","","","","","","726604166","קוד זמני טכסטיל","7297491326167","7297491326167"
"727611200/XS","טי שירט הדפס מכביה-ל","טי שירט הדפס מכביה-לבן","","XS","ביגוד","77.00","77","","","","","","","727611200","קוד זמני טכסטיל","7297491326297","7297491326297"
"727611200/S","טי שירט הדפס מכביה-ל","טי שירט הדפס מכביה-לבן","","S","ביגוד","77.00","77","","","","","","","727611200","קוד זמני טכסטיל","7297491326303","7297491326303"
"727611200/M","טי שירט הדפס מכביה-ל","טי שירט הדפס מכביה-לבן","","M","ביגוד","77.00","77","","","","","","","727611200","קוד זמני טכסטיל","7297491326310","7297491326310"
"727611266/XS","טי שירט הדפס מכביה-כ","טי שירט הדפס מכביה-כחול","","XS","ביגוד","77.00","77","","","","","","","727611266","קוד זמני טכסטיל","7297491326341","7297491326341"
"727611266/S","טי שירט הדפס מכביה-כ","טי שירט הדפס מכביה-כחול","","S","ביגוד","77.00","77","","","","","","","727611266","קוד זמני טכסטיל","7297491326358","7297491326358"
"727611266/M","טי שירט הדפס מכביה-כ","טי שירט הדפס מכביה-כחול","","M","ביגוד","77.00","77","","","","","","","727611266","קוד זמני טכסטיל","7297491326365","7297491326365"
"727611266/L","טי שירט הדפס מכביה-כ","טי שירט הדפס מכביה-כחול","","L","ביגוד","77.00","77","","","","","","","727611266","קוד זמני טכסטיל","7297491326372","7297491326372"
"727915088/XS","מכנס אריג קצר-נשים-מ","מכנס אריג קצר-נשים-מכביה","","XS","ביגוד","110.00","109.998","","","","","","","727915088","קוד זמני טכסטיל","7297491330850","7297491330850"
"727915088/M","מכנס אריג קצר-נשים-מ","מכנס אריג קצר-נשים-מכביה","","M","ביגוד","110.00","109.998","","","","","","","727915088","קוד זמני טכסטיל","7297491330874","7297491330874"
"727915088/XL","מכנס אריג קצר-נשים-מ","מכנס אריג קצר-נשים-מכביה","","XL","ביגוד","110.00","109.998","","","","","","","727915088","קוד זמני טכסטיל","7297491330898","7297491330898"
"72691028800XL","מכנס אריג קצר-מכביה","מכנס אריג קצר-מכביה","","XL","ביגוד","110.00","109.998","","","","","","","726910288","קוד זמני טכסטיל","7297491330935","7297491330935"
"726910288/XXL","מכנס אריג קצר-מכביה","מכנס אריג קצר-מכביה","","XXL","ביגוד","110.00","109.998","","","","","","","726910288","קוד זמני טכסטיל","7297491330942","7297491330942"
"726910288/3XL","מכנס אריג קצר-מכביה","מכנס אריג קצר-מכביה","","3XL","ביגוד","110.00","109.998","","","","","","","726910288","קוד זמני טכסטיל","7297491330959","7297491330959"
"33150148000","בקבוק ספורט עם שרוך","בקבוק ספורט עם שרוך","","Os","ציוד","25.00","25","","","","","","","33150148","(14215)בקבוקי ספורט","7297491335022","7297491335022"
"644656000","בקבוק ספורט ARENA","בקבוק ספורט ARENA","","Os","ציוד","39.90","39.9","","","","","","","644656","(14215)בקבוקי ספורט","7297491335053","7297491335053"
"81765108600XS","טופ לוס קפושון פולי","טופ לוס קפושון פולי ספנדקס בייסיק-סגול","","XS","ביגוד","189.90","189.9","","","","","","","817651086","680-טופים אירובי ארנה","7297491388042","7297491388042"
"81765108600S","טופ לוס קפושון פולי","טופ לוס קפושון פולי ספנדקס בייסיק-סגול","","S","ביגוד","189.90","189.9","","","","","","","817651086","680-טופים אירובי ארנה","7297491388059","7297491388059"
"81765108600M","טופ לוס קפושון פולי","טופ לוס קפושון פולי ספנדקס בייסיק-סגול","","M","ביגוד","189.90","189.9","","","","","","","817651086","680-טופים אירובי ארנה","7297491388066","7297491388066"
"81765108600L","טופ לוס קפושון פולי","טופ לוס קפושון פולי ספנדקס בייסיק-סגול","","L","ביגוד","189.90","189.9","","","","","","","817651086","680-טופים אירובי ארנה","7297491388073","7297491388073"
"81765109800XS","טופ לוס קפושון פולי","טופ לוס קפושון פולי ספנדקס בייסיק-שחור מש","","XS","ביגוד","189.90","189.9","","","","","","","817651098","680-טופים אירובי ארנה","7297491388080","7297491388080"
"81765109800S","טופ לוס קפושון פולי","טופ לוס קפושון פולי ספנדקס בייסיק-שחור מש","","S","ביגוד","189.90","189.9","","","","","","","817651098","680-טופים אירובי ארנה","7297491388097","7297491388097"
"81765109800M","טופ לוס קפושון פולי","טופ לוס קפושון פולי ספנדקס בייסיק-שחור מש","","M","ביגוד","189.90","189.9","","","","","","","817651098","680-טופים אירובי ארנה","7297491388103","7297491388103"
"81765109800L","טופ לוס קפושון פולי","טופ לוס קפושון פולי ספנדקס בייסיק-שחור מש","","L","ביגוד","189.90","189.9","","","","","","","817651098","680-טופים אירובי ארנה","7297491388110","7297491388110"
"81765168600S","עליונית קפושון/רוכסן","עליונית קפושון/רוכסן פולי ספנדקס בייסיק-סגול","","S","ביגוד","259.90","259.9","","","","","","","817651686","680-טופים אירובי ארנה","7297491388202","7297491388202"
"81765168600M","עליונית קפושון/רוכסן","עליונית קפושון/רוכסן פולי ספנדקס בייסיק-סגול","","M","ביגוד","259.90","259.9","","","","","","","817651686","680-טופים אירובי ארנה","7297491388219","7297491388219"
"81765168600L","עליונית קפושון/רוכסן","עליונית קפושון/רוכסן פולי ספנדקס בייסיק-סגול","","L","ביגוד","259.90","259.9","","","","","","","817651686","680-טופים אירובי ארנה","7297491388226","7297491388226"
"81765168600XL","עליונית קפושון/רוכסן","עליונית קפושון/רוכסן פולי ספנדקס בייסיק-סגול","","XL","ביגוד","259.90","259.9","","","","","","","817651686","680-טופים אירובי ארנה","7297491388233","7297491388233"
"81765169900S","עליונית קפושון/רוכסן","עליונית קפושון/רוכסן פולי ספנדקס בייסיק-שחור","","S","ביגוד","259.90","259.9","","","","","","","817651699","680-טופים אירובי ארנה","7297491388288","7297491388288"
"81765169900M","עליונית קפושון/רוכסן","עליונית קפושון/רוכסן פולי ספנדקס בייסיק-שחור","","M","ביגוד","259.90","259.9","","","","","","","817651699","680-טופים אירובי ארנה","7297491388295","7297491388295"
"81765169900L","עליונית קפושון/רוכסן","עליונית קפושון/רוכסן פולי ספנדקס בייסיק-שחור","","L","ביגוד","259.90","259.9","","","","","","","817651699","680-טופים אירובי ארנה","7297491388301","7297491388301"
"81765169900XL","עליונית קפושון/רוכסן","עליונית קפושון/רוכסן פולי ספנדקס בייסיק-שחור","","XL","ביגוד","259.90","259.9","","","","","","","817651699","680-טופים אירובי ארנה","7297491388318","7297491388318"
"81795078600XS","טייץ ארוך פולי ספנדק","טייץ ארוך פולי ספנדקס בייסיק-סגול","","XS","ביגוד","179.90","179.9","","","","","","","817950786","681-מכנסי אירובי ארנה","7297491388370","7297491388370"
"81795078600S","טייץ ארוך פולי ספנדק","טייץ ארוך פולי ספנדקס בייסיק-סגול","","S","ביגוד","179.90","179.9","","","","","","","817950786","681-מכנסי אירובי ארנה","7297491388387","7297491388387"
"81795078600M","טייץ ארוך פולי ספנדק","טייץ ארוך פולי ספנדקס בייסיק-סגול","","M","ביגוד","179.90","179.9","","","","","","","817950786","681-מכנסי אירובי ארנה","7297491388394","7297491388394"
"81795078600L","טייץ ארוך פולי ספנדק","טייץ ארוך פולי ספנדקס בייסיק-סגול","","L","ביגוד","179.90","179.9","","","","","","","817950786","681-מכנסי אירובי ארנה","7297491388400","7297491388400"
"81795078600XL","טייץ ארוך פולי ספנדק","טייץ ארוך פולי ספנדקס בייסיק-סגול","","XL","ביגוד","179.90","179.9","","","","","","","817950786","681-מכנסי אירובי ארנה","7297491388417","7297491388417"
"81795079900XS","טייץ ארוך פולי ספנדק","טייץ ארוך פולי ספנדקס בייסיק-שחור","","XS","ביגוד","179.90","179.9","","","","","","","817950799","681-מכנסי אירובי ארנה","7297491388479","7297491388479"
"81795079900S","טייץ ארוך פולי ספנדק","טייץ ארוך פולי ספנדקס בייסיק-שחור","","S","ביגוד","179.90","179.9","","","","","","","817950799","681-מכנסי אירובי ארנה","7297491388486","7297491388486"
