SKU,Article,EAN,Style,Style Description,Colorway,Colorway Description,Segment,Product Type,Consumer Target,Sizes Overview,Size,Made-In,Taric,Collection Type,Carry Over,SWP EUR,RSP EUR
001225_810_XXL,001225810,3468337115670,001225,W T-SHIRT TEAM,810,ROY-WHITE-ROY,Apparel,T-shirt,Woman,"XS, S, M, L, XL, XXL",XXL,China,6109100010,Global,Y,18.09524,38
001227_510_L,001227510,3468337116073,001227,W LORELLA TEAM,510,BLACK-WHITE-BLACK,Apparel,Shorts,Woman,"XS, S, M, L, XL, XXL",L,China,6104630000,Global,Y,16.66667,35
001227_510_M,001227510,3468337116332,001227,W LORELLA TEAM,510,BLACK-WHITE-BLACK,Apparel,Shorts,Woman,"XS, S, M, L, XL, XXL",M,China,6104630000,Global,Y,16.66667,35
001227_510_S,001227510,3468337115878,001227,W LORELLA TEAM,510,BLACK-WHITE-BLACK,Apparel,Shorts,Woman,"XS, S, M, L, XL, XXL",S,China,6104630000,Global,Y,16.66667,35
001227_510_XL,001227510,3468337115977,001227,W LORELLA TEAM,510,BLACK-WHITE-BLACK,Apparel,Shorts,Woman,"XS, S, M, L, XL, XXL",XL,China,6104630000,Global,Y,16.66667,35
001227_510_XS,001227510,3468337115816,001227,W LORELLA TEAM,510,BLACK-WHITE-BLACK,Apparel,Shorts,Woman,"XS, S, M, L, XL, XXL",XS,China,6104630000,Global,Y,16.66667,35
001227_510_XXL,001227510,3468337116066,001227,W LORELLA TEAM,510,BLACK-WHITE-BLACK,Apparel,Shorts,Woman,"XS, S, M, L, XL, XXL",XXL,China,6104630000,Global,Y,16.66667,35
001227_710_L,001227710,3468337115380,001227,W LORELLA TEAM,710,NAVY-WHITE-NAVY,Apparel,Shorts,Woman,"XS, S, M, L, XL, XXL",L,China,6104630000,Global,Y,16.66667,35
001227_710_M,001227710,3468337115557,001227,W LORELLA TEAM,710,NAVY-WHITE-NAVY,Apparel,Shorts,Woman,"XS, S, M, L, XL, XXL",M,China,6104630000,Global,Y,16.66667,35
001227_710_S,001227710,3468337116660,001227,W LORELLA TEAM,710,NAVY-WHITE-NAVY,Apparel,Shorts,Woman,"XS, S, M, L, XL, XXL",S,China,6104630000,Global,Y,16.66667,35
001227_710_XL,001227710,3468337115298,001227,W LORELLA TEAM,710,NAVY-WHITE-NAVY,Apparel,Shorts,Woman,"XS, S, M, L, XL, XXL",XL,China,6104630000,Global,Y,16.66667,35
001227_710_XS,001227710,3468337116592,001227,W LORELLA TEAM,710,NAVY-WHITE-NAVY,Apparel,Shorts,Woman,"XS, S, M, L, XL, XXL",XS,China,6104630000,Global,Y,16.66667,35
001227_710_XXL,001227710,3468337115373,001227,W LORELLA TEAM,710,NAVY-WHITE-NAVY,Apparel,Shorts,Woman,"XS, S, M, L, XL, XXL",XXL,China,6104630000,Global,Y,16.66667,35
001228_510_L,001228510,3468337116059,001228,W CAROLINE TEAM,510,BLACK-WHITE-BLACK,Apparel,Tights,Woman,"XS, S, M, L, XL, XXL",L,China,6104630000,Global,Y,21.42857,45
001228_510_M,001228510,3468337116325,001228,W CAROLINE TEAM,510,BLACK-WHITE-BLACK,Apparel,Tights,Woman,"XS, S, M, L, XL, XXL",M,China,6104630000,Global,Y,21.42857,45
001228_510_S,001228510,3468337115861,001228,W CAROLINE TEAM,510,BLACK-WHITE-BLACK,Apparel,Tights,Woman,"XS, S, M, L, XL, XXL",S,China,6104630000,Global,Y,21.42857,45
001228_510_XL,001228510,3468337115762,001228,W CAROLINE TEAM,510,BLACK-WHITE-BLACK,Apparel,Tights,Woman,"XS, S, M, L, XL, XXL",XL,China,6104630000,Global,Y,21.42857,45
001228_510_XS,001228510,3468337115694,001228,W CAROLINE TEAM,510,BLACK-WHITE-BLACK,Apparel,Tights,Woman,"XS, S, M, L, XL, XXL",XS,China,6104630000,Global,Y,21.42857,45
001228_510_XXL,001228510,3468337116509,001228,W CAROLINE TEAM,510,BLACK-WHITE-BLACK,Apparel,Tights,Woman,"XS, S, M, L, XL, XXL",XXL,China,6104630000,Global,Y,21.42857,45
001228_710_L,001228710,3468337115359,001228,W CAROLINE TEAM,710,NAVY-WHITE-NAVY,Apparel,Tights,Woman,"XS, S, M, L, XL, XXL",L,China,6104630000,Global,Y,21.42857,45
001228_710_M,001228710,3468337115540,001228,W CAROLINE TEAM,710,NAVY-WHITE-NAVY,Apparel,Tights,Woman,"XS, S, M, L, XL, XXL",M,China,6104630000,Global,Y,21.42857,45
001228_710_S,001228710,3468337116646,001228,W CAROLINE TEAM,710,NAVY-WHITE-NAVY,Apparel,Tights,Woman,"XS, S, M, L, XL, XXL",S,China,6104630000,Global,Y,21.42857,45
001228_710_XL,001228710,3468337116554,001228,W CAROLINE TEAM,710,NAVY-WHITE-NAVY,Apparel,Tights,Woman,"XS, S, M, L, XL, XXL",XL,China,6104630000,Global,Y,21.42857,45
001228_710_XS,001228710,3468337116493,001228,W CAROLINE TEAM,710,NAVY-WHITE-NAVY,Apparel,Tights,Woman,"XS, S, M, L, XL, XXL",XS,China,6104630000,Global,Y,21.42857,45
001228_710_XXL,001228710,3468337115656,001228,W CAROLINE TEAM,710,NAVY-WHITE-NAVY,Apparel,Tights,Woman,"XS, S, M, L, XL, XXL",XXL,China,6104630000,Global,Y,21.42857,45
001430_150_TU,001430150,3468336172902,001430,THE ONE,150,CLEAR-GREY-WHITE,Equipment,Goggles,Uni Adult,TU,TU,China,9004901000,Special MakeUp,Y,10.47619,22
001430_545_TU,001430545,3468336073742,001430,THE ONE,545,SMOKE-GREY-BLACK,Equipment,Goggles,Uni Adult,TU,TU,China,9004901000,Special MakeUp,Y,10.47619,22
001432_888_TU,001432888,3468336085196,001432,THE ONE JR,888,LIGHT BLUE-BLUE-LIGHT BLUE,Equipment,Goggles,Uni Junior,TU,TU,China,9004901000,Global,Y,9.523809999999999,20
001432_959_TU,001432959,3468336085189,001432,THE ONE JR,959,VIOLET-PINK-VIOLET,Equipment,Goggles,Uni Junior,TU,TU,China,9004901000,Global,Y,9.523809999999999,20
001451_100_TU,001451100,3468336076545,001451,MOULDED PRO II,100,ASSORTMENT,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6506910000,Global,Y,6.19048,13
001451_101_TU,001451101,3468336076187,001451,MOULDED PRO II,101,WHITE,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6506910000,Global,Y,6.19048,13
001451_401_TU,001451401,3468336076019,001451,MOULDED PRO II,401,RED,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6506910000,Global,Y,6.19048,13
001451_501_TU,001451501,3468336075463,001451,MOULDED PRO II,501,BLACK,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6506910000,Global,Y,6.19048,13
001451_505_TU,001451505,3468336075500,001451,MOULDED PRO II,505,SILVER,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6506910000,Global,Y,6.19048,13
001451_701_TU,001451701,3468336075852,001451,MOULDED PRO II,701,NAVY,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6506910000,Global,Y,6.19048,13
001451_721_TU,001451721,3468336075241,001451,MOULDED PRO II,721,ROYAL,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6506910000,Global,Y,6.19048,13
001451_901_TU,001451901,3468336076231,001451,MOULDED PRO II,901,FUCHSIA,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6506910000,Global,Y,6.19048,13
001912_104_TU,001912104,3468337542391,001912,LOGO MOULDED CAP,104,ASSORTMENT_B,Equipment,Swim Caps,Uni Adult,TU,TU,China,6506910000,Global,Y,6.66667,14
001912_200_TU,001912200,3468336113615,001912,LOGO MOULDED CAP,200,WHITE,Equipment,Swim Caps,Uni Adult,TU,TU,China,6506910000,Global,Y,6.66667,14
001912_201_TU,001912201,3468336113639,001912,LOGO MOULDED CAP,201,BLACK,Equipment,Swim Caps,Uni Adult,TU,TU,China,6506910000,Global,Y,6.66667,14
001912_202_TU,001912202,3468336113653,001912,LOGO MOULDED CAP,202,GREY,Equipment,Swim Caps,Uni Adult,TU,TU,China,6506910000,Global,Y,6.66667,14
001912_205_TU,001912205,3468336113721,001912,LOGO MOULDED CAP,205,GOLD,Equipment,Swim Caps,Uni Adult,TU,TU,China,6506910000,Global,Y,6.66667,14
001912_211_TU,001912211,3468336113608,001912,LOGO MOULDED CAP,211,BLUE,Equipment,Swim Caps,Uni Adult,TU,TU,China,6506910000,Global,Y,6.66667,14
001912_214_TU,001912214,3468336113677,001912,LOGO MOULDED CAP,214,PINK,Equipment,Swim Caps,Uni Adult,TU,TU,China,6506910000,Global,Y,6.66667,14
001993_410_TU,001993410,3468336100349,001993,POOL SOFT TOWEL,410,RED-WHITE,Equipment,Towels,Uni Adult,TU,TU,Turkey,6302600090,Global,Y,20,42
001993_550_TU,001993550,3468336100271,001993,POOL SOFT TOWEL,550,BLACK-GREY,Equipment,Towels,Uni Adult,TU,TU,Turkey,6302600090,Global,Y,20,42
001993_750_TU,001993750,3468336100301,001993,POOL SOFT TOWEL,750,NAVY-GREY,Equipment,Towels,Uni Adult,TU,TU,Turkey,6302600090,Global,Y,20,42
001993_810_TU,001993810,3468336100394,001993,POOL SOFT TOWEL,810,ROYAL-WHITE,Equipment,Towels,Uni Adult,TU,TU,Turkey,6302600090,Global,Y,20,42
002018_505_TU,002018505,3468336174364,002018,PREMIUM SNORKELING SET,505,BLACK-CLEAR-BLACK,Equipment,Snorkelling,Uni Adult,TU,TU,China,9506290000,Global,Y,24.7619,52
002019_505_TU,002019505,3468336174371,002019,PREMIUM SNORKELING SET JR,505,BLACK-CLEAR-BLACK,Equipment,Snorkelling,Uni Junior,TU,TU,China,9506290000,Global,Y,20.47619,43
002024_120_TU,002024120,3468337967316,002024,PRINTED KICKBOARD,120,ANIMALIER,Equipment,Training gear,Uni Adult,TU,TU,Malaysia,9506290000,Global,Y,15.2381,32
002047_700_22-23,002047700,3468336284957,002047,POOL GRIP SOCKS JR,700,BLUE,Equipment,Protection gear,Uni Junior,"22-23, 24-25, 26-27, 28-29, 30-31, 32-33, 34-35",22-23,Malaysia,6115109000,Global,Y,9.523809999999999,20
002047_700_24-25,002047700,3468336284971,002047,POOL GRIP SOCKS JR,700,BLUE,Equipment,Protection gear,Uni Junior,"22-23, 24-25, 26-27, 28-29, 30-31, 32-33, 34-35",24-25,Malaysia,6115109000,Global,Y,9.523809999999999,20
002047_700_26-27,002047700,3468336284995,002047,POOL GRIP SOCKS JR,700,BLUE,Equipment,Protection gear,Uni Junior,"22-23, 24-25, 26-27, 28-29, 30-31, 32-33, 34-35",26-27,Malaysia,6115109000,Global,Y,9.523809999999999,20
002047_700_28-29,002047700,3468336285015,002047,POOL GRIP SOCKS JR,700,BLUE,Equipment,Protection gear,Uni Junior,"22-23, 24-25, 26-27, 28-29, 30-31, 32-33, 34-35",28-29,Malaysia,6115109000,Global,Y,9.523809999999999,20
002047_700_30-31,002047700,3468336184363,002047,POOL GRIP SOCKS JR,700,BLUE,Equipment,Protection gear,Uni Junior,"22-23, 24-25, 26-27, 28-29, 30-31, 32-33, 34-35",30-31,Malaysia,6115109000,Global,Y,9.523809999999999,20
002047_700_32-33,002047700,3468336184332,002047,POOL GRIP SOCKS JR,700,BLUE,Equipment,Protection gear,Uni Junior,"22-23, 24-25, 26-27, 28-29, 30-31, 32-33, 34-35",32-33,Malaysia,6115109000,Global,Y,9.523809999999999,20
002047_700_34-35,002047700,3468336184301,002047,POOL GRIP SOCKS JR,700,BLUE,Equipment,Protection gear,Uni Junior,"22-23, 24-25, 26-27, 28-29, 30-31, 32-33, 34-35",34-35,Malaysia,6115109000,Global,Y,9.523809999999999,20
002047_900_22-23,002047900,3468336284964,002047,POOL GRIP SOCKS JR,900,FUCHSIA,Equipment,Protection gear,Uni Junior,"22-23, 24-25, 26-27, 28-29, 30-31, 32-33, 34-35",22-23,Malaysia,6115109000,Global,Y,9.523809999999999,20
002047_900_24-25,002047900,3468336284988,002047,POOL GRIP SOCKS JR,900,FUCHSIA,Equipment,Protection gear,Uni Junior,"22-23, 24-25, 26-27, 28-29, 30-31, 32-33, 34-35",24-25,Malaysia,6115109000,Global,Y,9.523809999999999,20
002047_900_26-27,002047900,3468336285008,002047,POOL GRIP SOCKS JR,900,FUCHSIA,Equipment,Protection gear,Uni Junior,"22-23, 24-25, 26-27, 28-29, 30-31, 32-33, 34-35",26-27,Malaysia,6115109000,Global,Y,9.523809999999999,20
002047_900_28-29,002047900,3468336285022,002047,POOL GRIP SOCKS JR,900,FUCHSIA,Equipment,Protection gear,Uni Junior,"22-23, 24-25, 26-27, 28-29, 30-31, 32-33, 34-35",28-29,Malaysia,6115109000,Global,Y,9.523809999999999,20
002047_900_30-31,002047900,3468336184295,002047,POOL GRIP SOCKS JR,900,FUCHSIA,Equipment,Protection gear,Uni Junior,"22-23, 24-25, 26-27, 28-29, 30-31, 32-33, 34-35",30-31,Malaysia,6115109000,Global,Y,9.523809999999999,20
002047_900_32-33,002047900,3468336184264,002047,POOL GRIP SOCKS JR,900,FUCHSIA,Equipment,Protection gear,Uni Junior,"22-23, 24-25, 26-27, 28-29, 30-31, 32-33, 34-35",32-33,Malaysia,6115109000,Global,Y,9.523809999999999,20
002047_900_34-35,002047900,3468336184356,002047,POOL GRIP SOCKS JR,900,FUCHSIA,Equipment,Protection gear,Uni Junior,"22-23, 24-25, 26-27, 28-29, 30-31, 32-33, 34-35",34-35,Malaysia,6115109000,Global,Y,9.523809999999999,20
002065_500_36-37,002065500,3468336184318,002065,POOL GRIP SOCKS,500,BLACK,Equipment,Protection gear,Uni Adult,"36-37, 38-39, 40-41, 42-43, 44-45, 46-47",36-37,Malaysia,6404110000,Global,Y,9.523809999999999,20
002065_500_38-39,002065500,3468336184271,002065,POOL GRIP SOCKS,500,BLACK,Equipment,Protection gear,Uni Adult,"36-37, 38-39, 40-41, 42-43, 44-45, 46-47",38-39,Malaysia,6404110000,Global,Y,9.523809999999999,20
002065_500_40-41,002065500,3468336184349,002065,POOL GRIP SOCKS,500,BLACK,Equipment,Protection gear,Uni Adult,"36-37, 38-39, 40-41, 42-43, 44-45, 46-47",40-41,Malaysia,6404110000,Global,Y,9.523809999999999,20
002065_500_42-43,002065500,3468336184325,002065,POOL GRIP SOCKS,500,BLACK,Equipment,Protection gear,Uni Adult,"36-37, 38-39, 40-41, 42-43, 44-45, 46-47",42-43,Malaysia,6404110000,Global,Y,9.523809999999999,20
002065_500_44-45,002065500,3468336184288,002065,POOL GRIP SOCKS,500,BLACK,Equipment,Protection gear,Uni Adult,"36-37, 38-39, 40-41, 42-43, 44-45, 46-47",44-45,Malaysia,6404110000,Global,Y,9.523809999999999,20
002065_500_46-47,002065500,3468336184370,002065,POOL GRIP SOCKS,500,BLACK,Equipment,Protection gear,Uni Adult,"36-37, 38-39, 40-41, 42-43, 44-45, 46-47",46-47,Malaysia,6404110000,Global,Y,9.523809999999999,20
002382_100_TU,002382100,3468336216941,002382,LIGHT SENSATION II,100,SILVER,Equipment,Swim Caps,Uni Adult,TU,TU,China,6506910000,Global,Y,8.571429999999999,18
002382_101_TU,002382101,3468336216958,002382,LIGHT SENSATION II,101,WHITE,Equipment,Swim Caps,Uni Adult,TU,TU,China,6506910000,Global,Y,8.571429999999999,18
002382_102_TU,002382102,3468336216965,002382,LIGHT SENSATION II,102,BLUE,Equipment,Swim Caps,Uni Adult,TU,TU,China,6506910000,Global,Y,8.571429999999999,18
002382_103_TU,002382103,3468336216972,002382,LIGHT SENSATION II,103,BLACK,Equipment,Swim Caps,Uni Adult,TU,TU,China,6506910000,Global,Y,8.571429999999999,18
002382_104_TU,002382104,3468336211588,002382,LIGHT SENSATION II,104,ASSORTMENT,Equipment,Swim Caps,Uni Adult,TU,TU,China,6506910000,Global,Y,8.571429999999999,18
002383_100_TU,002383100,3468336234495,002383,UNIX II,100,ASSORTMENT,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6506910000,Global,Y,4.7619,10
002383_101_TU,002383101,3468336234518,002383,UNIX II,101,NAVY,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6506910000,Global,Y,4.7619,10
002383_102_TU,002383102,3468336234549,002383,UNIX II,102,BLUE,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6506910000,Global,Y,4.7619,10
002383_103_TU,002383103,3468336234556,002383,UNIX II,103,LIGHT BLUE,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6506910000,Global,Y,4.7619,10
002383_104_TU,002383104,3468336234594,002383,UNIX II,104,PINK,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6506910000,Global,Y,4.7619,10
002383_105_TU,002383105,3468336234617,002383,UNIX II,105,ORANGE,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6506910000,Global,Y,4.7619,10
002383_106_TU,002383106,3468336215067,002383,UNIX II,106,BLACK,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6506910000,Global,Y,4.7619,10
002384_101_TU,002384101,3468336220733,002384,UNIX II JR,101,BLUE-ORANGE-LIGHTBLUE,Equipment,Swim Caps,Uni Junior,TU,TU,Malaysia,6506910000,Global,Y,4.28571,9
002384_102_TU,002384102,3468336220757,002384,UNIX II JR,102,BLACK-WHITE,Equipment,Swim Caps,Uni Junior,TU,TU,Malaysia,6506910000,Global,Y,4.28571,9
002384_103_TU,002384103,3468336220771,002384,UNIX II JR,103,NAVY-BLUE-LIGHTBLUE,Equipment,Swim Caps,Uni Junior,TU,TU,Malaysia,6506910000,Global,Y,4.28571,9
002384_104_TU,002384104,3468336220788,002384,UNIX II JR,104,BLUE-RED,Equipment,Swim Caps,Uni Junior,TU,TU,Malaysia,6506910000,Global,Y,4.28571,9
002384_105_TU,002384105,3468336220818,002384,UNIX II JR,105,PINK-WHITE,Equipment,Swim Caps,Uni Junior,TU,TU,Malaysia,6506910000,Global,Y,4.28571,9
002384_107_TU,002384107,3468337555438,002384,UNIX II JR,107,BLACK,Equipment,Swim Caps,Uni Junior,TU,TU,Malaysia,6506910000,Global,Y,4.28571,9
002384_108_TU,002384108,3468337555445,002384,UNIX II JR,108,PINK,Equipment,Swim Caps,Uni Junior,TU,TU,Malaysia,6506910000,Global,Y,4.28571,9
002384_109_TU,002384109,3468337555452,002384,UNIX II JR,109,NAVY,Equipment,Swim Caps,Uni Junior,TU,TU,Malaysia,6506910000,Global,Y,4.28571,9
002384_110_TU,002384110,3468337555469,002384,UNIX II JR,110,LIGHT_BLUE,Equipment,Swim Caps,Uni Junior,TU,TU,Malaysia,6506910000,Global,Y,4.28571,9
002384_200_TU,002384200,3468337098430,002384,UNIX II JR,200,ASSORTMENT,Equipment,Swim Caps,Uni Junior,TU,TU,Malaysia,6506910000,Global,Y,4.28571,9
002441_500_TU,002441500,3468336673942,002441,CLUB KIT KICKBOARD,500,BLACK-WHITE,Equipment,Training gear,Uni Adult,TU,TU,Malaysia,9506290000,Global,Y,11.90476,25
002441_701_TU,002441701,3468337967323,002441,CLUB KIT KICKBOARD,701,PINK,Equipment,Training gear,Uni Adult,TU,TU,Malaysia,9506290000,Global,Y,11.90476,25
002442_100_TU,002442100,3468337871026,002442,CLUB KIT KICKBOARD JR,100,LIGHT BLUE,Equipment,Training gear,Uni Junior,TU,TU,Malaysia,9506290000,Global,Y,10.47619,22
002442_200_TU,002442200,3468337871033,002442,CLUB KIT KICKBOARD JR,200,PINK,Equipment,Training gear,Uni Junior,TU,TU,Malaysia,9506290000,Global,Y,10.47619,22
002467_101_TU,002467101,3468337098454,002467,POLYESTER II,101,ASSORTMENT,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6505009090,Global,Y,2.85714,6
002467_400_TU,002467400,3468336220412,002467,POLYESTER II,400,MAGENTA,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6505009090,Global,Y,2.85714,6
002467_500_TU,002467500,3468336220559,002467,POLYESTER II,500,BLACK,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6505009090,Global,Y,2.85714,6
002467_710_TU,002467710,3468336220344,002467,POLYESTER II,710,NAVY,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6505009090,Global,Y,2.85714,6
002467_720_TU,002467720,3468336220429,002467,POLYESTER II,720,BLUE,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6505009090,Global,Y,2.85714,6
002467_800_TU,002467800,3468336220436,002467,POLYESTER II,800,PURPLE,Equipment,Swim Caps,Uni Adult,TU,TU,Malaysia,6505009090,Global,Y,2.85714,6
002468_100_TU,002468100,3468336217641,002468,POLYESTER II JR,100,ASSORTMENT,Equipment,Swim Caps,Uni Junior,TU,TU,Malaysia,6505009090,Global,Y,2.38095,5
002468_510_TU,002468510,3468336217856,002468,POLYESTER II JR,510,BLACK WHITE,Equipment,Swim Caps,Uni Junior,TU,TU,Malaysia,6505009090,Global,Y,2.38095,5
002468_730_TU,002468730,3468336218143,002468,POLYESTER II JR,730,BLUE ORANGE,Equipment,Swim Caps,Uni Junior,TU,TU,Malaysia,6505009090,Global,Y,2.38095,5
002468_740_TU,002468740,3468336217658,002468,POLYESTER II JR,740,ROYAL RED,Equipment,Swim Caps,Uni Junior,TU,TU,Malaysia,6505009090,Global,Y,2.38095,5
002468_910_TU,002468910,3468336217887,002468,POLYESTER II JR,910,NEON PINK WHITE,Equipment,Swim Caps,Uni Junior,TU,TU,Malaysia,6505009090,Global,Y,2.38095,5
002468_990_TU,002468990,3468336217818,002468,POLYESTER II JR,990,FUCHSIA PINK,Equipment,Swim Caps,Uni Junior,TU,TU,Malaysia,6505009090,Global,Y,2.38095,5
002491_101_TU,002491101,3468336218259,002491,POLYESTER II KIDS,101,PINK,Equipment,Swim Caps,Uni Kids,TU,TU,Malaysia,6505009090,Global,Y,2.38095,5
002491_102_TU,002491102,3468336218273,002491,POLYESTER II KIDS,102,LIGHT BLUE,Equipment,Swim Caps,Uni Kids,TU,TU,Malaysia,6505009090,Global,Y,2.38095,5
002507_103_TU,002507103,3468337705796,002507,COBRA ULTRA SWIPE MR,103,GOLD-RED,Equipment,Goggles,Uni Adult,TU,TU,Japan,9004901000,Global,Y,35.71429,75
002507_104_TU,002507104,3468337939429,002507,COBRA ULTRA SWIPE MR,104,VIOLET-PINK,Equipment,Goggles,Uni Adult,TU,TU,Japan,9004901000,Global,Y,35.71429,75
002507_105_TU,002507105,3468337939436,002507,COBRA ULTRA SWIPE MR,105,AQUA-SHARK,Equipment,Goggles,Uni Adult,TU,TU,Japan,9004901000,Global,Y,35.71429,75
002507_106_TU,002507106,3468337967330,002507,COBRA ULTRA SWIPE MR,106,AQUA-YELLOW,Equipment,Goggles,Uni Adult,TU,TU,Japan,9004901000,Global,Y,35.71429,75
002507_107_TU,002507107,3468337967347,002507,COBRA ULTRA SWIPE MR,107,BLUE-BLACK,Equipment,Goggles,Uni Adult,TU,TU,Japan,9004901000,Global,Y,35.71429,75
002507_110_TU,002507110,3468337082118,002507,COBRA ULTRA SWIPE MR,110,EMERALD-CYBER_LIME,Equipment,Goggles,Uni Adult,TU,TU,Japan,9004901000,Global,Y,35.71429,75
002507_130_TU,002507130,3468337097891,002507,COBRA ULTRA SWIPE MR,130,EMERALD-PEACOCK,Equipment,Goggles,Uni Adult,TU,TU,Japan,9004901000,Global,Y,35.71429,75
002507_170_TU,002507170,3468337548560,002507,COBRA ULTRA SWIPE MR,170,EMERALD-PLUM-CYBER_LIME,Equipment,Goggles,Uni Adult,TU,TU,Japan,9004901000,Global,Y,35.71429,75
002507_180_TU,002507180,3468337548577,002507,COBRA ULTRA SWIPE MR,180,AQUA-SAGE-PEACOCK,Equipment,Goggles,Uni Adult,TU,TU,Japan,9004901000,Global,Y,35.71429,75
002507_310_TU,002507310,3468336214879,002507,COBRA ULTRA SWIPE MR,310,YELLOW COPPER-WHITE,Equipment,Goggles,Uni Adult,TU,TU,Japan,9004901000,Global,Y,35.71429,75
002507_350_TU,002507350,3468336214817,002507,COBRA ULTRA SWIPE MR,350,YELLOW COPPER-BLACK,Equipment,Goggles,Uni Adult,TU,TU,Japan,9004901000,Global,Y,35.71429,75
002507_370_TU,002507370,3468336214787,002507,COBRA ULTRA SWIPE MR,370,YELLOW COPPER-BLUE,Equipment,Goggles,Uni Adult,TU,TU,Japan,9004901000,Global,Y,35.71429,75
002507_510_TU,002507510,3468336214909,002507,COBRA ULTRA SWIPE MR,510,SILVER-WHITE,Equipment,Goggles,Uni Adult,TU,TU,Japan,9004901000,Global,Y,35.71429,75
002507_550_TU,002507550,3468336214848,002507,COBRA ULTRA SWIPE MR,550,SILVER-BLACK,Equipment,Goggles,Uni Adult,TU,TU,Japan,9004901000,Global,Y,35.71429,75
002507_600_TU,002507600,3468336511602,002507,COBRA ULTRA SWIPE MR,600,BLUE-SILVER,Equipment,Goggles,Uni Adult,TU,TU,Japan,9004901000,Global,Y,35.71429,75
002508_110_TU,002508110,3468337191506,002508,COBRA TRI SWIPE MR,110,EMERALD - PEACOCK,Equipment,Goggles,Uni Adult,TU,TU,Japan,9004901000,Global,Y,38.09524,80
002508_355_TU,002508355,3468336214596,002508,COBRA TRI SWIPE MR,355,YELLOW COPPER-BLACK,Equipment,Goggles,Uni Adult,TU,TU,Japan,9004901000,Global,Y,38.09524,80
002508_555_TU,002508555,3468336214626,002508,COBRA TRI SWIPE MR,555,SILVER-BLACK,Equipment,Goggles,Uni Adult,TU,TU,Japan,9004901000,Global,Y,38.09524,80
002699_410_3XL,002699410,3468337117612,002699,M RELAX IV TEAM PANT,410,RED-WHITE-RED,Apparel,Pants,Man,"XS, S, M, L, XL, XXL, 3XL",3XL,China,6103430000,Global,Y,27.14286,57
002699_410_L,002699410,3468337117667,002699,M RELAX IV TEAM PANT,410,RED-WHITE-RED,Apparel,Pants,Man,"XS, S, M, L, XL, XXL, 3XL",L,China,6103430000,Global,Y,27.14286,57
002699_410_M,002699410,3468337119401,002699,M RELAX IV TEAM PANT,410,RED-WHITE-RED,Apparel,Pants,Man,"XS, S, M, L, XL, XXL, 3XL",M,China,6103430000,Global,Y,27.14286,57
002699_410_S,002699410,3468337117513,002699,M RELAX IV TEAM PANT,410,RED-WHITE-RED,Apparel,Pants,Man,"XS, S, M, L, XL, XXL, 3XL",S,China,6103430000,Global,Y,27.14286,57
002699_410_XL,002699410,3468337117155,002699,M RELAX IV TEAM PANT,410,RED-WHITE-RED,Apparel,Pants,Man,"XS, S, M, L, XL, XXL, 3XL",XL,China,6103430000,Global,Y,27.14286,57
002699_410_XS,002699410,3468337116936,002699,M RELAX IV TEAM PANT,410,RED-WHITE-RED,Apparel,Pants,Man,"XS, S, M, L, XL, XXL, 3XL",XS,China,6103430000,Global,Y,27.14286,57
002699_410_XXL,002699410,3468337118534,002699,M RELAX IV TEAM PANT,410,RED-WHITE-RED,Apparel,Pants,Man,"XS, S, M, L, XL, XXL, 3XL",XXL,China,6103430000,Global,Y,27.14286,57
002699_510_3XL,002699510,3468337118879,002699,M RELAX IV TEAM PANT,510,BLACK-WHITE-BLACK,Apparel,Pants,Man,"XS, S, M, L, XL, XXL, 3XL",3XL,China,6103430000,Global,Y,27.14286,57
002699_510_L,002699510,3468337118923,002699,M RELAX IV TEAM PANT,510,BLACK-WHITE-BLACK,Apparel,Pants,Man,"XS, S, M, L, XL, XXL, 3XL",L,China,6103430000,Global,Y,27.14286,57
002699_510_M,002699510,3468337117506,002699,M RELAX IV TEAM PANT,510,BLACK-WHITE-BLACK,Apparel,Pants,Man,"XS, S, M, L, XL, XXL, 3XL",M,China,6103430000,Global,Y,27.14286,57
