SKU,Article,EAN,Style,Style Description,Colorway,Colorway Description,Segment,Product Type,Consumer Target,Sizes Overview,Size,Made-In,Taric,Collection Type,Carry Over,SWP EUR,RSP EUR
012430_810_XXL,012430810,3468339131029,012430,M ARENA FUNDAMENTALS LOGO II BEACH BOXER,810,TURQUOISE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6211110000,Global,N,17.27273,38
012431_110_L,012431110,3468339131081,012431,M SEERSUCKER CHECK SHORT,110,CHECK GLASS WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6211110000,Global,N,17.27273,38
012431_110_M,012431110,3468339131098,012431,M SEERSUCKER CHECK SHORT,110,CHECK GLASS WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6211110000,Global,N,17.27273,38
012431_110_S,012431110,3468339131104,012431,M SEERSUCKER CHECK SHORT,110,CHECK GLASS WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6211110000,Global,N,17.27273,38
012431_110_XL,012431110,3468339131111,012431,M SEERSUCKER CHECK SHORT,110,CHECK GLASS WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6211110000,Global,N,17.27273,38
012431_110_XXL,012431110,3468339131128,012431,M SEERSUCKER CHECK SHORT,110,CHECK GLASS WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6211110000,Global,N,17.27273,38
012431_430_L,012431430,3468339131135,012431,M SEERSUCKER CHECK SHORT,430,CHECK INDIAN RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6211110000,Global,N,17.27273,38
012431_430_M,012431430,3468339131142,012431,M SEERSUCKER CHECK SHORT,430,CHECK INDIAN RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6211110000,Global,N,17.27273,38
012431_430_S,012431430,3468339131159,012431,M SEERSUCKER CHECK SHORT,430,CHECK INDIAN RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6211110000,Global,N,17.27273,38
012431_430_XL,012431430,3468339131166,012431,M SEERSUCKER CHECK SHORT,430,CHECK INDIAN RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6211110000,Global,N,17.27273,38
012431_430_XXL,012431430,3468339131173,012431,M SEERSUCKER CHECK SHORT,430,CHECK INDIAN RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6211110000,Global,N,17.27273,38
012431_690_L,012431690,3468339131180,012431,M SEERSUCKER CHECK SHORT,690,CHECK ASH GREEN,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6211110000,Global,N,17.27273,38
012431_690_M,012431690,3468339131197,012431,M SEERSUCKER CHECK SHORT,690,CHECK ASH GREEN,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6211110000,Global,N,17.27273,38
012431_690_S,012431690,3468339131203,012431,M SEERSUCKER CHECK SHORT,690,CHECK ASH GREEN,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6211110000,Global,N,17.27273,38
012431_690_XL,012431690,3468339131210,012431,M SEERSUCKER CHECK SHORT,690,CHECK ASH GREEN,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6211110000,Global,N,17.27273,38
012431_690_XXL,012431690,3468339131227,012431,M SEERSUCKER CHECK SHORT,690,CHECK ASH GREEN,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6211110000,Global,N,17.27273,38
012431_700_L,012431700,3468339131234,012431,M SEERSUCKER CHECK SHORT,700,CHECK NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6211110000,Global,N,17.27273,38
012431_700_M,012431700,3468339131241,012431,M SEERSUCKER CHECK SHORT,700,CHECK NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6211110000,Global,N,17.27273,38
012431_700_S,012431700,3468339131258,012431,M SEERSUCKER CHECK SHORT,700,CHECK NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6211110000,Global,N,17.27273,38
012431_700_XL,012431700,3468339131265,012431,M SEERSUCKER CHECK SHORT,700,CHECK NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6211110000,Global,N,17.27273,38
012431_700_XXL,012431700,3468339131272,012431,M SEERSUCKER CHECK SHORT,700,CHECK NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6211110000,Global,N,17.27273,38
012431_820_L,012431820,3468339131289,012431,M SEERSUCKER CHECK SHORT,820,CHECK STEEL BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6211110000,Global,N,17.27273,38
012431_820_M,012431820,3468339131296,012431,M SEERSUCKER CHECK SHORT,820,CHECK STEEL BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6211110000,Global,N,17.27273,38
012431_820_S,012431820,3468339131302,012431,M SEERSUCKER CHECK SHORT,820,CHECK STEEL BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6211110000,Global,N,17.27273,38
012431_820_XL,012431820,3468339131319,012431,M SEERSUCKER CHECK SHORT,820,CHECK STEEL BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6211110000,Global,N,17.27273,38
012431_820_XXL,012431820,3468339131326,012431,M SEERSUCKER CHECK SHORT,820,CHECK STEEL BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6211110000,Global,N,17.27273,38
012433_110_L,012433110,3468339107413,012433,M ARENA BYWAYX II L-SHORT,110,GLASS WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6211110000,Global,N,15.90909,35
012433_110_M,012433110,3468339107420,012433,M ARENA BYWAYX II L-SHORT,110,GLASS WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6211110000,Global,N,15.90909,35
012433_110_S,012433110,3468339107437,012433,M ARENA BYWAYX II L-SHORT,110,GLASS WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6211110000,Global,N,15.90909,35
012433_110_XL,012433110,3468339107444,012433,M ARENA BYWAYX II L-SHORT,110,GLASS WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6211110000,Global,N,15.90909,35
012433_110_XXL,012433110,3468339107451,012433,M ARENA BYWAYX II L-SHORT,110,GLASS WHITE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6211110000,Global,N,15.90909,35
012433_430_L,012433430,3468339107468,012433,M ARENA BYWAYX II L-SHORT,430,INDIAN RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6211110000,Global,N,15.90909,35
012433_430_M,012433430,3468339107475,012433,M ARENA BYWAYX II L-SHORT,430,INDIAN RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6211110000,Global,N,15.90909,35
012433_430_S,012433430,3468339107482,012433,M ARENA BYWAYX II L-SHORT,430,INDIAN RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6211110000,Global,N,15.90909,35
012433_430_XL,012433430,3468339107499,012433,M ARENA BYWAYX II L-SHORT,430,INDIAN RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6211110000,Global,N,15.90909,35
012433_430_XXL,012433430,3468339107505,012433,M ARENA BYWAYX II L-SHORT,430,INDIAN RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6211110000,Global,N,15.90909,35
012433_500_L,012433500,3468339107512,012433,M ARENA BYWAYX II L-SHORT,500,BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6211110000,Global,N,15.90909,35
012433_500_M,012433500,3468339107529,012433,M ARENA BYWAYX II L-SHORT,500,BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6211110000,Global,N,15.90909,35
012433_500_S,012433500,3468339107536,012433,M ARENA BYWAYX II L-SHORT,500,BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6211110000,Global,N,15.90909,35
012433_500_XL,012433500,3468339107543,012433,M ARENA BYWAYX II L-SHORT,500,BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6211110000,Global,N,15.90909,35
012433_500_XXL,012433500,3468339107550,012433,M ARENA BYWAYX II L-SHORT,500,BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6211110000,Global,N,15.90909,35
012433_610_L,012433610,3468339107567,012433,M ARENA BYWAYX II L-SHORT,610,TEAM GREEN,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6211110000,Global,N,15.90909,35
012433_610_M,012433610,3468339107574,012433,M ARENA BYWAYX II L-SHORT,610,TEAM GREEN,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6211110000,Global,N,15.90909,35
012433_610_S,012433610,3468339107581,012433,M ARENA BYWAYX II L-SHORT,610,TEAM GREEN,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6211110000,Global,N,15.90909,35
012433_610_XL,012433610,3468339107598,012433,M ARENA BYWAYX II L-SHORT,610,TEAM GREEN,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6211110000,Global,N,15.90909,35
012433_610_XXL,012433610,3468339107604,012433,M ARENA BYWAYX II L-SHORT,610,TEAM GREEN,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6211110000,Global,N,15.90909,35
012433_640_L,012433640,3468339107611,012433,M ARENA BYWAYX II L-SHORT,640,LIMEADE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6211110000,Global,N,15.90909,35
012433_640_M,012433640,3468339107628,012433,M ARENA BYWAYX II L-SHORT,640,LIMEADE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6211110000,Global,N,15.90909,35
012433_640_S,012433640,3468339107635,012433,M ARENA BYWAYX II L-SHORT,640,LIMEADE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6211110000,Global,N,15.90909,35
012433_640_XL,012433640,3468339107642,012433,M ARENA BYWAYX II L-SHORT,640,LIMEADE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6211110000,Global,N,15.90909,35
012433_640_XXL,012433640,3468339107659,012433,M ARENA BYWAYX II L-SHORT,640,LIMEADE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6211110000,Global,N,15.90909,35
012433_690_L,012433690,3468339107666,012433,M ARENA BYWAYX II L-SHORT,690,ASH GREEN,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6211110000,Global,N,15.90909,35
012433_690_M,012433690,3468339107673,012433,M ARENA BYWAYX II L-SHORT,690,ASH GREEN,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6211110000,Global,N,15.90909,35
012433_690_S,012433690,3468339107680,012433,M ARENA BYWAYX II L-SHORT,690,ASH GREEN,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6211110000,Global,N,15.90909,35
012433_690_XL,012433690,3468339107697,012433,M ARENA BYWAYX II L-SHORT,690,ASH GREEN,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6211110000,Global,N,15.90909,35
012433_690_XXL,012433690,3468339107703,012433,M ARENA BYWAYX II L-SHORT,690,ASH GREEN,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6211110000,Global,N,15.90909,35
012433_700_L,012433700,3468339107710,012433,M ARENA BYWAYX II L-SHORT,700,NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6211110000,Global,N,15.90909,35
012433_700_M,012433700,3468339107727,012433,M ARENA BYWAYX II L-SHORT,700,NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6211110000,Global,N,15.90909,35
012433_700_S,012433700,3468339107734,012433,M ARENA BYWAYX II L-SHORT,700,NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6211110000,Global,N,15.90909,35
012433_700_XL,012433700,3468339107741,012433,M ARENA BYWAYX II L-SHORT,700,NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6211110000,Global,N,15.90909,35
012433_700_XXL,012433700,3468339107758,012433,M ARENA BYWAYX II L-SHORT,700,NAVY,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6211110000,Global,N,15.90909,35
012433_800_L,012433800,3468339107765,012433,M ARENA BYWAYX II L-SHORT,800,TURQUOISE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6211110000,Global,N,15.90909,35
012433_800_M,012433800,3468339107772,012433,M ARENA BYWAYX II L-SHORT,800,TURQUOISE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6211110000,Global,N,15.90909,35
012433_800_S,012433800,3468339107789,012433,M ARENA BYWAYX II L-SHORT,800,TURQUOISE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6211110000,Global,N,15.90909,35
012433_800_XL,012433800,3468339107796,012433,M ARENA BYWAYX II L-SHORT,800,TURQUOISE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6211110000,Global,N,15.90909,35
012433_800_XXL,012433800,3468339107802,012433,M ARENA BYWAYX II L-SHORT,800,TURQUOISE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6211110000,Global,N,15.90909,35
012433_810_L,012433810,3468339107819,012433,M ARENA BYWAYX II L-SHORT,810,ROYAL,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6211110000,Global,N,15.90909,35
012433_810_M,012433810,3468339107826,012433,M ARENA BYWAYX II L-SHORT,810,ROYAL,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6211110000,Global,N,15.90909,35
012433_810_S,012433810,3468339107833,012433,M ARENA BYWAYX II L-SHORT,810,ROYAL,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6211110000,Global,N,15.90909,35
012433_810_XL,012433810,3468339107840,012433,M ARENA BYWAYX II L-SHORT,810,ROYAL,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6211110000,Global,N,15.90909,35
012433_810_XXL,012433810,3468339107857,012433,M ARENA BYWAYX II L-SHORT,810,ROYAL,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6211110000,Global,N,15.90909,35
012433_820_L,012433820,3468339107864,012433,M ARENA BYWAYX II L-SHORT,820,STEEL BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6211110000,Global,N,15.90909,35
012433_820_M,012433820,3468339107871,012433,M ARENA BYWAYX II L-SHORT,820,STEEL BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6211110000,Global,N,15.90909,35
012433_820_S,012433820,3468339107888,012433,M ARENA BYWAYX II L-SHORT,820,STEEL BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6211110000,Global,N,15.90909,35
012433_820_XL,012433820,3468339107895,012433,M ARENA BYWAYX II L-SHORT,820,STEEL BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6211110000,Global,N,15.90909,35
012433_820_XXL,012433820,3468339107901,012433,M ARENA BYWAYX II L-SHORT,820,STEEL BLUE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6211110000,Global,N,15.90909,35
012434_500_L,012434500,3468339125998,012434,PARKA ROBE SOLID,500,BLACK,Apparel,Jacket,Uni Adult,"XS, S, M, L, XL, XXL",L,China,6201401011,Global,N,71.42856999999999,150
012434_500_M,012434500,3468339126001,012434,PARKA ROBE SOLID,500,BLACK,Apparel,Jacket,Uni Adult,"XS, S, M, L, XL, XXL",M,China,6201401011,Global,N,71.42856999999999,150
012434_500_S,012434500,3468339126018,012434,PARKA ROBE SOLID,500,BLACK,Apparel,Jacket,Uni Adult,"XS, S, M, L, XL, XXL",S,China,6201401011,Global,N,71.42856999999999,150
012434_500_XL,012434500,3468339126025,012434,PARKA ROBE SOLID,500,BLACK,Apparel,Jacket,Uni Adult,"XS, S, M, L, XL, XXL",XL,China,6201401011,Global,N,71.42856999999999,150
012434_500_XS,012434500,3468339126032,012434,PARKA ROBE SOLID,500,BLACK,Apparel,Jacket,Uni Adult,"XS, S, M, L, XL, XXL",XS,China,6201401011,Global,N,71.42856999999999,150
012434_500_XXL,012434500,3468339126049,012434,PARKA ROBE SOLID,500,BLACK,Apparel,Jacket,Uni Adult,"XS, S, M, L, XL, XXL",XXL,China,6201401011,Global,N,71.42856999999999,150
012434_700_L,012434700,3468339126056,012434,PARKA ROBE SOLID,700,NAVY,Apparel,Jacket,Uni Adult,"XS, S, M, L, XL, XXL",L,China,6201401011,Global,N,71.42856999999999,150
012434_700_M,012434700,3468339126063,012434,PARKA ROBE SOLID,700,NAVY,Apparel,Jacket,Uni Adult,"XS, S, M, L, XL, XXL",M,China,6201401011,Global,N,71.42856999999999,150
012434_700_S,012434700,3468339126070,012434,PARKA ROBE SOLID,700,NAVY,Apparel,Jacket,Uni Adult,"XS, S, M, L, XL, XXL",S,China,6201401011,Global,N,71.42856999999999,150
012434_700_XL,012434700,3468339126087,012434,PARKA ROBE SOLID,700,NAVY,Apparel,Jacket,Uni Adult,"XS, S, M, L, XL, XXL",XL,China,6201401011,Global,N,71.42856999999999,150
012434_700_XS,012434700,3468339126094,012434,PARKA ROBE SOLID,700,NAVY,Apparel,Jacket,Uni Adult,"XS, S, M, L, XL, XXL",XS,China,6201401011,Global,N,71.42856999999999,150
012434_700_XXL,012434700,3468339126100,012434,PARKA ROBE SOLID,700,NAVY,Apparel,Jacket,Uni Adult,"XS, S, M, L, XL, XXL",XXL,China,6201401011,Global,N,71.42856999999999,150
012441_430_L,012441430,3468339121327,012441,M GARMENT DYE T-SHIRT,430,INDIAN RED,Swimwear,Top,Man,"S, M, L, XL, XXL",L,China,6211339000,Global,N,27.27273,60
012441_430_M,012441430,3468339121334,012441,M GARMENT DYE T-SHIRT,430,INDIAN RED,Swimwear,Top,Man,"S, M, L, XL, XXL",M,China,6211339000,Global,N,27.27273,60
012441_430_S,012441430,3468339121341,012441,M GARMENT DYE T-SHIRT,430,INDIAN RED,Swimwear,Top,Man,"S, M, L, XL, XXL",S,China,6211339000,Global,N,27.27273,60
012441_430_XL,012441430,3468339121358,012441,M GARMENT DYE T-SHIRT,430,INDIAN RED,Swimwear,Top,Man,"S, M, L, XL, XXL",XL,China,6211339000,Global,N,27.27273,60
012441_430_XXL,012441430,3468339121365,012441,M GARMENT DYE T-SHIRT,430,INDIAN RED,Swimwear,Top,Man,"S, M, L, XL, XXL",XXL,China,6211339000,Global,N,27.27273,60
012441_500_L,012441500,3468339121372,012441,M GARMENT DYE T-SHIRT,500,BLACK,Swimwear,Top,Man,"S, M, L, XL, XXL",L,China,6211339000,Global,N,27.27273,60
012441_500_M,012441500,3468339121389,012441,M GARMENT DYE T-SHIRT,500,BLACK,Swimwear,Top,Man,"S, M, L, XL, XXL",M,China,6211339000,Global,N,27.27273,60
012441_500_S,012441500,3468339121396,012441,M GARMENT DYE T-SHIRT,500,BLACK,Swimwear,Top,Man,"S, M, L, XL, XXL",S,China,6211339000,Global,N,27.27273,60
012441_500_XL,012441500,3468339121402,012441,M GARMENT DYE T-SHIRT,500,BLACK,Swimwear,Top,Man,"S, M, L, XL, XXL",XL,China,6211339000,Global,N,27.27273,60
012441_500_XXL,012441500,3468339121419,012441,M GARMENT DYE T-SHIRT,500,BLACK,Swimwear,Top,Man,"S, M, L, XL, XXL",XXL,China,6211339000,Global,N,27.27273,60
012441_600_L,012441600,3468339121426,012441,M GARMENT DYE T-SHIRT,600,SAGE,Swimwear,Top,Man,"S, M, L, XL, XXL",L,China,6211339000,Global,N,27.27273,60
012441_600_M,012441600,3468339121433,012441,M GARMENT DYE T-SHIRT,600,SAGE,Swimwear,Top,Man,"S, M, L, XL, XXL",M,China,6211339000,Global,N,27.27273,60
012441_600_S,012441600,3468339121440,012441,M GARMENT DYE T-SHIRT,600,SAGE,Swimwear,Top,Man,"S, M, L, XL, XXL",S,China,6211339000,Global,N,27.27273,60
012441_600_XL,012441600,3468339121457,012441,M GARMENT DYE T-SHIRT,600,SAGE,Swimwear,Top,Man,"S, M, L, XL, XXL",XL,China,6211339000,Global,N,27.27273,60
012441_600_XXL,012441600,3468339121464,012441,M GARMENT DYE T-SHIRT,600,SAGE,Swimwear,Top,Man,"S, M, L, XL, XXL",XXL,China,6211339000,Global,N,27.27273,60
012442_430_L,012442430,3468339121471,012442,M GARMENT DYE BERMUDA,430,INDIAN RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6203439000,Global,N,34.09090909090909,75
012442_430_M,012442430,3468339121488,012442,M GARMENT DYE BERMUDA,430,INDIAN RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6203439000,Global,N,34.09090909090909,75
012442_430_S,012442430,3468339121495,012442,M GARMENT DYE BERMUDA,430,INDIAN RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6203439000,Global,N,34.09090909090909,75
012442_430_XL,012442430,3468339121501,012442,M GARMENT DYE BERMUDA,430,INDIAN RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6203439000,Global,N,34.09090909090909,75
012442_430_XXL,012442430,3468339121518,012442,M GARMENT DYE BERMUDA,430,INDIAN RED,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6203439000,Global,N,34.09090909090909,75
012442_500_L,012442500,3468339121525,012442,M GARMENT DYE BERMUDA,500,BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6203439000,Global,N,34.09090909090909,75
012442_500_M,012442500,3468339121532,012442,M GARMENT DYE BERMUDA,500,BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6203439000,Global,N,34.09090909090909,75
012442_500_S,012442500,3468339121549,012442,M GARMENT DYE BERMUDA,500,BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6203439000,Global,N,34.09090909090909,75
012442_500_XL,012442500,3468339121556,012442,M GARMENT DYE BERMUDA,500,BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6203439000,Global,N,34.09090909090909,75
012442_500_XXL,012442500,3468339121563,012442,M GARMENT DYE BERMUDA,500,BLACK,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6203439000,Global,N,34.09090909090909,75
012442_600_L,012442600,3468339121570,012442,M GARMENT DYE BERMUDA,600,SAGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6203439000,Global,N,34.09090909090909,75
012442_600_M,012442600,3468339121587,012442,M GARMENT DYE BERMUDA,600,SAGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6203439000,Global,N,34.09090909090909,75
012442_600_S,012442600,3468339121594,012442,M GARMENT DYE BERMUDA,600,SAGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6203439000,Global,N,34.09090909090909,75
012442_600_XL,012442600,3468339121600,012442,M GARMENT DYE BERMUDA,600,SAGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6203439000,Global,N,34.09090909090909,75
012442_600_XXL,012442600,3468339121617,012442,M GARMENT DYE BERMUDA,600,SAGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6203439000,Global,N,34.09090909090909,75
012443_250_L,012443250,3468337966456,012443,M ARENA EVOLUTION WALKING BERMUDA,250,CAROB,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6211110000,Global,N,31.81818,70
012443_250_M,012443250,3468337966463,012443,M ARENA EVOLUTION WALKING BERMUDA,250,CAROB,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6211110000,Global,N,31.81818,70
012443_250_S,012443250,3468337966470,012443,M ARENA EVOLUTION WALKING BERMUDA,250,CAROB,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6211110000,Global,N,31.81818,70
012443_250_XL,012443250,3468337966487,012443,M ARENA EVOLUTION WALKING BERMUDA,250,CAROB,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6211110000,Global,N,31.81818,70
012443_250_XXL,012443250,3468337966494,012443,M ARENA EVOLUTION WALKING BERMUDA,250,CAROB,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6211110000,Global,N,31.81818,70
012443_600_L,012443600,3468337966500,012443,M ARENA EVOLUTION WALKING BERMUDA,600,SAGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",L,China,6211110000,Global,N,31.81818,70
012443_600_M,012443600,3468337966517,012443,M ARENA EVOLUTION WALKING BERMUDA,600,SAGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",M,China,6211110000,Global,N,31.81818,70
012443_600_S,012443600,3468337966524,012443,M ARENA EVOLUTION WALKING BERMUDA,600,SAGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",S,China,6211110000,Global,N,31.81818,70
012443_600_XL,012443600,3468337966531,012443,M ARENA EVOLUTION WALKING BERMUDA,600,SAGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XL,China,6211110000,Global,N,31.81818,70
012443_600_XXL,012443600,3468337966548,012443,M ARENA EVOLUTION WALKING BERMUDA,600,SAGE,Swimwear,Beach Short,Man,"S, M, L, XL, XXL",XXL,China,6211110000,Global,N,31.81818,70
012444_110_L,012444110,3468339131333,012444,M ARENA SIDE TAPES HOODIE,110,GLASS WHITE,Swimwear,Top,Man,"S, M, L, XL, XXL",L,China,6110209900,Global,N,38.63636363636363,85
012444_110_M,012444110,3468339131340,012444,M ARENA SIDE TAPES HOODIE,110,GLASS WHITE,Swimwear,Top,Man,"S, M, L, XL, XXL",M,China,6110209900,Global,N,38.63636363636363,85
012444_110_S,012444110,3468339131357,012444,M ARENA SIDE TAPES HOODIE,110,GLASS WHITE,Swimwear,Top,Man,"S, M, L, XL, XXL",S,China,6110209900,Global,N,38.63636363636363,85
012444_110_XL,012444110,3468339131364,012444,M ARENA SIDE TAPES HOODIE,110,GLASS WHITE,Swimwear,Top,Man,"S, M, L, XL, XXL",XL,China,6110209900,Global,N,38.63636363636363,85
012444_110_XXL,012444110,3468339131371,012444,M ARENA SIDE TAPES HOODIE,110,GLASS WHITE,Swimwear,Top,Man,"S, M, L, XL, XXL",XXL,China,6110209900,Global,N,38.63636363636363,85
012444_200_L,012444200,3468339131388,012444,M ARENA SIDE TAPES HOODIE,200,DOVE,Swimwear,Top,Man,"S, M, L, XL, XXL",L,China,6110209900,Global,N,38.63636363636363,85
012444_200_M,012444200,3468339131395,012444,M ARENA SIDE TAPES HOODIE,200,DOVE,Swimwear,Top,Man,"S, M, L, XL, XXL",M,China,6110209900,Global,N,38.63636363636363,85
012444_200_S,012444200,3468339131401,012444,M ARENA SIDE TAPES HOODIE,200,DOVE,Swimwear,Top,Man,"S, M, L, XL, XXL",S,China,6110209900,Global,N,38.63636363636363,85
012444_200_XL,012444200,3468339131418,012444,M ARENA SIDE TAPES HOODIE,200,DOVE,Swimwear,Top,Man,"S, M, L, XL, XXL",XL,China,6110209900,Global,N,38.63636363636363,85
012444_200_XXL,012444200,3468339131425,012444,M ARENA SIDE TAPES HOODIE,200,DOVE,Swimwear,Top,Man,"S, M, L, XL, XXL",XXL,China,6110209900,Global,N,38.63636363636363,85
012445_500_L,012445500,3468339131432,012445,W ARENA EVOLUTION SHORT,500,BLACK,Swimwear,Beach Short,Woman,"XS, S, M, L, XL",L,China,6211120000,Global,N,20.45455,45
